		Acinetobacter baumannii	Yarrowia lipolytica	Human betaherpesvirus 7	Paracoccus pantotrophus	Acinetobacter tandoii	Zymoseptoria tritici	Methanobrevibacter_A smithii_A	Fusobacterium nucleatum	Gemella morbillorum	Thermothelomyces thermophilus	Candidatus Methanomethylophilus alvus	Lachnoanaerobaculum umeaense	Streptococcus mutans	Streptococcus constellatus
D3581	Catalyzes the gamma-elimination of phosphate from L- phosphohomoserine and the beta-addition of water to produce L- threonine	0.221745352	0.257459913	0.201005788	0.008215652	0.038514013	0.289689363	0.14747491	0.083058469	5.31E-08	0.001588827	0.014430959	0.00603639	8.31E-06	3.41E-08
D1648	aspartate-semialdehyde dehydrogenase	0.221745352	0.257459913	0.201005788	0.008215652	0.038514013	0.289689363	0.14747491	0.083058469	5.31E-08	0.001588827	0.014430959	0.00603639	8.31E-06	3.41E-08
D1050	Aldehyde dehydrogenase family	0.221745352	0.257459913	0.201005788	0.008215652	0.038514013	0.289689363	0.14747491	0.083058469	5.31E-08	0.001588827	0.014430959	0.00603639	8.31E-06	3.41E-08
D1257	amidohydrolase	0.221745352	0.257459913	0.201005788	0.008215652	0.038514013	0.289689363	0.14747491	0.083058469	5.31E-08	0.001588827	0.014430959	0.00603639	8.31E-06	3.41E-08
D17893	Response regulator receiver domain	0.220314147	0.263434751	0.201005788	0.008239872	0.038514013	0.264563404	0.142150902	0.087710927	5.90E-08	0.001598059	0.014317108	0.006008717	8.56E-06	3.64E-08
D13566	peptidoglycan catabolic process	0.220314147	0.263434751	0.201005788	0.008239872	0.038514013	0.264563404	0.142150902	0.087710927	5.90E-08	0.001598059	0.014317108	0.006008717	8.56E-06	3.64E-08
D3514	catalyzes the demethylation of specific methylglutamate residues introduced into the chemoreceptors (methyl-accepting chemotaxis proteins) by CheR	0.220314147	0.263434751	0.201005788	0.008239872	0.038514013	0.264563404	0.142150902	0.087710927	5.90E-08	0.001598059	0.014317108	0.006008717	8.56E-06	3.64E-08
D12570	nicotinamide riboside transmembrane transporter activity	0.220314147	0.263434751	0.201005788	0.008239872	0.038514013	0.264563404	0.142150902	0.087710927	5.90E-08	0.001598059	0.014317108	0.006008717	8.56E-06	3.64E-08
D22344	xylanase chitin deacetylase	0.215355834	0.257051261	0.201005788	0.008288499	0.0375118	0.264563404	0.146624543	0.087315562	6.04E-08	0.001887638	0.016077095	0.006889107	8.56E-06	5.88E-08
D21338	"Transporter, major facilitator family protein"	0.215355834	0.257051261	0.201005788	0.008288499	0.0375118	0.264563404	0.146624543	0.087315562	6.04E-08	0.001887638	0.016077095	0.006889107	8.56E-06	5.88E-08
D19452	Sugar (and other) transporter	0.215355834	0.257051261	0.201005788	0.008288499	0.0375118	0.264563404	0.146624543	0.087315562	6.04E-08	0.001887638	0.016077095	0.006889107	8.56E-06	5.88E-08
D16269	Protein conserved in bacteria	0.215355834	0.257051261	0.201005788	0.008288499	0.0375118	0.264563404	0.146624543	0.087315562	6.04E-08	0.001887638	0.016077095	0.006889107	8.56E-06	5.88E-08
D13267	"Part of the high-affinity ATP-driven potassium transport (or Kdp) system, which catalyzes the hydrolysis of ATP coupled with the electrogenic transport of potassium into the cytoplasm. This subunit binds and transports the potassium across the cytoplasmic membrane"	0.215355834	0.257051261	0.201005788	0.008288499	0.0375118	0.264563404	0.146624543	0.087315562	6.04E-08	0.001887638	0.016077095	0.006889107	8.56E-06	5.88E-08
D11766	Methylenetetrahydrofolate reductase	0.215355834	0.257051261	0.201005788	0.008288499	0.0375118	0.264563404	0.146624543	0.087315562	6.04E-08	0.001887638	0.016077095	0.006889107	8.56E-06	5.88E-08
D336	"5'-3' exonuclease, N-terminal resolvase-like domain"	0.215355834	0.257051261	0.201005788	0.008288499	0.0375118	0.264563404	0.146624543	0.087315562	6.04E-08	0.001887638	0.016077095	0.006889107	8.56E-06	5.88E-08
D1031	Alanine-glyoxylate amino-transferase	0.215355834	0.257051261	0.201005788	0.008288499	0.0375118	0.264563404	0.146624543	0.087315562	6.04E-08	0.001887638	0.016077095	0.006889107	8.56E-06	5.88E-08
D22254	WD40-like Beta Propeller Repeat	0.216764427	0.251175103	0.201005788	0.008264154	0.0375118	0.289689363	0.15207235	0.082679735	5.44E-08	0.001876918	0.01620285	0.006920304	8.31E-06	5.52E-08
D22185	Virulence factor BrkB	0.216764427	0.251175103	0.201005788	0.008264154	0.0375118	0.289689363	0.15207235	0.082679735	5.44E-08	0.001876918	0.01620285	0.006920304	8.31E-06	5.52E-08
D21425	Tricorn protease homolog	0.216764427	0.251175103	0.201005788	0.008264154	0.0375118	0.289689363	0.15207235	0.082679735	5.44E-08	0.001876918	0.01620285	0.006920304	8.31E-06	5.52E-08
D17585	Raffinose synthase or seed imbibition protein Sip1	0.216764427	0.251175103	0.201005788	0.008264154	0.0375118	0.289689363	0.15207235	0.082679735	5.44E-08	0.001876918	0.01620285	0.006920304	8.31E-06	5.52E-08
D14692	PFAM PKD domain containing protein	0.216764427	0.251175103	0.201005788	0.008264154	0.0375118	0.289689363	0.15207235	0.082679735	5.44E-08	0.001876918	0.01620285	0.006920304	8.31E-06	5.52E-08
D10898	"Key enzyme in folate metabolism. Catalyzes an essential reaction for de novo glycine and purine synthesis, and for DNA precursor synthesis"	0.216764427	0.251175103	0.201005788	0.008264154	0.0375118	0.289689363	0.15207235	0.082679735	5.44E-08	0.001876918	0.01620285	0.006920304	8.31E-06	5.52E-08
D10580	Involved in DNA repair and RecF pathway recombination	0.216764427	0.251175103	0.201005788	0.008264154	0.0375118	0.289689363	0.15207235	0.082679735	5.44E-08	0.001876918	0.01620285	0.006920304	8.31E-06	5.52E-08
D9524	GntP family permease	0.216764427	0.251175103	0.201005788	0.008264154	0.0375118	0.289689363	0.15207235	0.082679735	5.44E-08	0.001876918	0.01620285	0.006920304	8.31E-06	5.52E-08
D6300	Cys/Met metabolism PLP-dependent enzyme	0.216764427	0.251175103	0.201005788	0.008264154	0.0375118	0.289689363	0.15207235	0.082679735	5.44E-08	0.001876918	0.01620285	0.006920304	8.31E-06	5.52E-08
D6006	"Conjugation system ATPase, TraG family"	0.216764427	0.251175103	0.201005788	0.008264154	0.0375118	0.289689363	0.15207235	0.082679735	5.44E-08	0.001876918	0.01620285	0.006920304	8.31E-06	5.52E-08
D5438	COG1414 Transcriptional regulator	0.216764427	0.251175103	0.201005788	0.008264154	0.0375118	0.289689363	0.15207235	0.082679735	5.44E-08	0.001876918	0.01620285	0.006920304	8.31E-06	5.52E-08
D3781	Catalyzes the thiamine diphosphate-dependent decarboxylation of 2-oxoglutarate and the subsequent addition of the resulting succinic semialdehyde-thiamine pyrophosphate anion to isochorismate to yield 2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylate (SEPHCHC)	0.216764427	0.251175103	0.201005788	0.008264154	0.0375118	0.289689363	0.15207235	0.082679735	5.44E-08	0.001876918	0.01620285	0.006920304	8.31E-06	5.52E-08
D3302	carboxypeptidase activity	0.216764427	0.251175103	0.201005788	0.008264154	0.0375118	0.289689363	0.15207235	0.082679735	5.44E-08	0.001876918	0.01620285	0.006920304	8.31E-06	5.52E-08
D3299	CarboxypepD_reg-like domain	0.216764427	0.251175103	0.201005788	0.008264154	0.0375118	0.289689363	0.15207235	0.082679735	5.44E-08	0.001876918	0.01620285	0.006920304	8.31E-06	5.52E-08
D2260	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family. HemL subfamily	0.216764427	0.251175103	0.201005788	0.008264154	0.0375118	0.289689363	0.15207235	0.082679735	5.44E-08	0.001876918	0.01620285	0.006920304	8.31E-06	5.52E-08
D775	Acid phosphatase homologues	0.216764427	0.251175103	0.201005788	0.008264154	0.0375118	0.289689363	0.15207235	0.082679735	5.44E-08	0.001876918	0.01620285	0.006920304	8.31E-06	5.52E-08
D1166	"Alpha mannosidase, middle domain"	0.216764427	0.251175103	0.201005788	0.008264154	0.0375118	0.289689363	0.15207235	0.082679735	5.44E-08	0.001876918	0.01620285	0.006920304	8.31E-06	5.52E-08
D20950	"TonB-linked outer membrane protein, SusC RagA family"	0.217117583	0.244995462	0.201005788	0.008167397	0.036531315	0.289689363	0.156478254	0.078421667	5.37E-08	0.001887638	0.016456889	0.007014635	5.15E-06	5.26E-08
D20941	TonB-dependent receptor	0.217117583	0.244995462	0.201005788	0.008167397	0.036531315	0.289689363	0.156478254	0.078421667	5.37E-08	0.001887638	0.016456889	0.007014635	5.15E-06	5.26E-08
D19889	Thioredoxin-like	0.217117583	0.244995462	0.201005788	0.008167397	0.036531315	0.289689363	0.156478254	0.078421667	5.37E-08	0.001887638	0.016456889	0.007014635	5.15E-06	5.26E-08
D19572	SusD family	0.217117583	0.244995462	0.201005788	0.008167397	0.036531315	0.289689363	0.156478254	0.078421667	5.37E-08	0.001887638	0.016456889	0.007014635	5.15E-06	5.26E-08
D19494	Sulfatase	0.217117583	0.244995462	0.201005788	0.008167397	0.036531315	0.289689363	0.156478254	0.078421667	5.37E-08	0.001887638	0.016456889	0.007014635	5.15E-06	5.26E-08
D17609	receptor	0.217117583	0.244995462	0.201005788	0.008167397	0.036531315	0.289689363	0.156478254	0.078421667	5.37E-08	0.001887638	0.016456889	0.007014635	5.15E-06	5.26E-08
D16457	Protein of unknown function (DUF1524)	0.217117583	0.244995462	0.201005788	0.008167397	0.036531315	0.289689363	0.156478254	0.078421667	5.37E-08	0.001887638	0.016456889	0.007014635	5.15E-06	5.26E-08
D10908	kinase activity	0.217117583	0.244995462	0.201005788	0.008167397	0.036531315	0.289689363	0.156478254	0.078421667	5.37E-08	0.001887638	0.016456889	0.007014635	5.15E-06	5.26E-08
D10395	"Important for reducing fluoride concentration in the cell, thus reducing its toxicity"	0.217117583	0.244995462	0.201005788	0.008167397	0.036531315	0.289689363	0.156478254	0.078421667	5.37E-08	0.001887638	0.016456889	0.007014635	5.15E-06	5.26E-08
D9804	"helix_turn_helix, Lux Regulon"	0.217117583	0.244995462	0.201005788	0.008167397	0.036531315	0.289689363	0.156478254	0.078421667	5.37E-08	0.001887638	0.016456889	0.007014635	5.15E-06	5.26E-08
D5583	COG2202 FOG PAS PAC domain	0.217117583	0.244995462	0.201005788	0.008167397	0.036531315	0.289689363	0.156478254	0.078421667	5.37E-08	0.001887638	0.016456889	0.007014635	5.15E-06	5.26E-08
D5389	"COG1215 Glycosyltransferases, probably involved in cell wall biogenesis"	0.217117583	0.244995462	0.201005788	0.008167397	0.036531315	0.289689363	0.156478254	0.078421667	5.37E-08	0.001887638	0.016456889	0.007014635	5.15E-06	5.26E-08
D5169	COG0526 Thiol-disulfide isomerase and thioredoxins	0.217117583	0.244995462	0.201005788	0.008167397	0.036531315	0.289689363	0.156478254	0.078421667	5.37E-08	0.001887638	0.016456889	0.007014635	5.15E-06	5.26E-08
D3462	Catalyzes the conversion of dethiobiotin (DTB) to biotin by the insertion of a sulfur atom into dethiobiotin via a radical- based mechanism	0.217117583	0.244995462	0.201005788	0.008167397	0.036531315	0.289689363	0.156478254	0.078421667	5.37E-08	0.001887638	0.016456889	0.007014635	5.15E-06	5.26E-08
D2517	Belongs to the peptidase M16 family	0.217117583	0.244995462	0.201005788	0.008167397	0.036531315	0.289689363	0.156478254	0.078421667	5.37E-08	0.001887638	0.016456889	0.007014635	5.15E-06	5.26E-08
D1272	amino acid	0.217117583	0.244995462	0.201005788	0.008167397	0.036531315	0.289689363	0.156478254	0.078421667	5.37E-08	0.001887638	0.016456889	0.007014635	5.15E-06	5.26E-08
D137	2-oxoacid dehydrogenases acyltransferase (catalytic domain)	0.217117583	0.244995462	0.201005788	0.008167397	0.036531315	0.289689363	0.156478254	0.078421667	5.37E-08	0.001887638	0.016456889	0.007014635	5.15E-06	5.26E-08
D1203	Alpha-L-fucosidase	0.217117583	0.244995462	0.201005788	0.008167397	0.036531315	0.289689363	0.156478254	0.078421667	5.37E-08	0.001887638	0.016456889	0.007014635	5.15E-06	5.26E-08
D20946	TonB-dependent Receptor Plug Domain	0.216059325	0.244600379	0.201005788	0.008095479	0.035572208	0.264563404	0.155294226	0.078603109	5.90E-08	0.00190924	0.016585182	0.007078147	3.24E-06	5.34E-08
D19117	Specifically methylates the N4 position of cytidine in position 1402 (C1402) of 16S rRNA	0.216059325	0.244600379	0.201005788	0.008095479	0.035572208	0.264563404	0.155294226	0.078603109	5.90E-08	0.00190924	0.016585182	0.007078147	3.24E-06	5.34E-08
D18637	Ser Thr phosphatase family protein	0.216059325	0.244600379	0.201005788	0.008095479	0.035572208	0.264563404	0.155294226	0.078603109	5.90E-08	0.00190924	0.016585182	0.007078147	3.24E-06	5.34E-08
D9451	Glycosyltransferase	0.216059325	0.244600379	0.201005788	0.008095479	0.035572208	0.264563404	0.155294226	0.078603109	5.90E-08	0.00190924	0.016585182	0.007078147	3.24E-06	5.34E-08
D6021	Conserved hypothetical protein 698	0.216059325	0.244600379	0.201005788	0.008095479	0.035572208	0.264563404	0.155294226	0.078603109	5.90E-08	0.00190924	0.016585182	0.007078147	3.24E-06	5.34E-08
D3131	Calcineurin-like phosphoesterase	0.216059325	0.244600379	0.201005788	0.008095479	0.035572208	0.264563404	0.155294226	0.078603109	5.90E-08	0.00190924	0.016585182	0.007078147	3.24E-06	5.34E-08
D2478	Belongs to the NAD(P)-dependent epimerase dehydratase family	0.216059325	0.244600379	0.201005788	0.008095479	0.035572208	0.264563404	0.155294226	0.078603109	5.90E-08	0.00190924	0.016585182	0.007078147	3.24E-06	5.34E-08
D2427	Belongs to the LDH MDH superfamily	0.216059325	0.244600379	0.201005788	0.008095479	0.035572208	0.264563404	0.155294226	0.078603109	5.90E-08	0.00190924	0.016585182	0.007078147	3.24E-06	5.34E-08
D2344	Belongs to the Glu Leu Phe Val dehydrogenases family	0.216059325	0.244600379	0.201005788	0.008095479	0.035572208	0.264563404	0.155294226	0.078603109	5.90E-08	0.00190924	0.016585182	0.007078147	3.24E-06	5.34E-08
D721	"Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta)"	0.216059325	0.244600379	0.201005788	0.008095479	0.035572208	0.264563404	0.155294226	0.078603109	5.90E-08	0.00190924	0.016585182	0.007078147	3.24E-06	5.34E-08
D1286	Amino acid permease	0.216059325	0.244600379	0.201005788	0.008095479	0.035572208	0.264563404	0.155294226	0.078603109	5.90E-08	0.00190924	0.016585182	0.007078147	3.24E-06	5.34E-08
D19901	This enzyme scavenges exogenous and endogenous cytidine and 2'-deoxycytidine for UMP synthesis	0.214653953	0.250371828	0.201005788	0.00811939	0.035572208	0.240944986	0.149760513	0.083058469	6.54E-08	0.001920125	0.016456889	0.007046328	3.34E-06	5.69E-08
D19044	Sodium hydrogen exchanger	0.214653953	0.250371828	0.201005788	0.00811939	0.035572208	0.240944986	0.149760513	0.083058469	6.54E-08	0.001920125	0.016456889	0.007046328	3.34E-06	5.69E-08
D17206	PTS system fructose IIA component	0.214653953	0.250371828	0.201005788	0.00811939	0.035572208	0.240944986	0.149760513	0.083058469	6.54E-08	0.001920125	0.016456889	0.007046328	3.34E-06	5.69E-08
D9223	Glycine radical	0.214653953	0.250371828	0.201005788	0.00811939	0.035572208	0.240944986	0.149760513	0.083058469	6.54E-08	0.001920125	0.016456889	0.007046328	3.34E-06	5.69E-08
D1184	alpha-galactosidase	0.214653953	0.250371828	0.201005788	0.00811939	0.035572208	0.240944986	0.149760513	0.083058469	6.54E-08	0.001920125	0.016456889	0.007046328	3.34E-06	5.69E-08
D3810	Catalyzes the transfer of the phosphoribosyl group of 5- phosphorylribose-1-pyrophosphate (PRPP) to anthranilate to yield N-(5'-phosphoribosyl)-anthranilate (PRA)	0.214653953	0.250371828	0.201005788	0.00811939	0.035572208	0.240944986	0.149760513	0.083058469	6.54E-08	0.001920125	0.016456889	0.007046328	3.34E-06	5.69E-08
D13779	PFAM AMP-dependent synthetase and ligase	0.214303616	0.256643048	0.201005788	0.008215652	0.036531315	0.240944986	0.145496415	0.087513069	6.62E-08	0.00190924	0.01620285	0.006951623	5.47E-06	5.97E-08
D5222	"COG0656 Aldo keto reductases, related to diketogulonate reductase"	0.214303616	0.256643048	0.201005788	0.008215652	0.036531315	0.240944986	0.145496415	0.087513069	6.62E-08	0.00190924	0.01620285	0.006951623	5.47E-06	5.97E-08
D8504	Fibronectin type III-like domain	0.214303616	0.256643048	0.201005788	0.008215652	0.036531315	0.240944986	0.145496415	0.087513069	6.62E-08	0.00190924	0.01620285	0.006951623	5.47E-06	5.97E-08
D22035	uracil DNA N-glycosylase activity	0.22753505	0.251175103	0.201005788	0.007976844	0.0375118	0.289689363	0.151491924	0.07503697	5.07E-08	0.001356952	0.013246928	0.005402255	3.14E-06	1.88E-08
D21202	Transfers the N-acyl diglyceride group on what will become the N-terminal cysteine of membrane lipoproteins	0.22753505	0.251175103	0.201005788	0.007976844	0.0375118	0.289689363	0.151491924	0.07503697	5.07E-08	0.001356952	0.013246928	0.005402255	3.14E-06	1.88E-08
D19861	Thioesterase superfamily	0.22753505	0.251175103	0.201005788	0.007976844	0.0375118	0.289689363	0.151491924	0.07503697	5.07E-08	0.001356952	0.013246928	0.005402255	3.14E-06	1.88E-08
D17438	"Pyridine nucleotide-disulphide oxidoreductase, dimerisation"	0.22753505	0.251175103	0.201005788	0.007976844	0.0375118	0.289689363	0.151491924	0.07503697	5.07E-08	0.001356952	0.013246928	0.005402255	3.14E-06	1.88E-08
D11521	Mechanosensitive ion channel	0.22753505	0.251175103	0.201005788	0.007976844	0.0375118	0.289689363	0.151491924	0.07503697	5.07E-08	0.001356952	0.013246928	0.005402255	3.14E-06	1.88E-08
D11440	Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase	0.22753505	0.251175103	0.201005788	0.007976844	0.0375118	0.289689363	0.151491924	0.07503697	5.07E-08	0.001356952	0.013246928	0.005402255	3.14E-06	1.88E-08
D8187	Excises uracil residues from the DNA which can arise as a result of misincorporation of dUMP residues by DNA polymerase or due to deamination of cytosine	0.22753505	0.251175103	0.201005788	0.007976844	0.0375118	0.289689363	0.151491924	0.07503697	5.07E-08	0.001356952	0.013246928	0.005402255	3.14E-06	1.88E-08
D4111	chorismate metabolic process	0.22753505	0.251175103	0.201005788	0.007976844	0.0375118	0.289689363	0.151491924	0.07503697	5.07E-08	0.001356952	0.013246928	0.005402255	3.14E-06	1.88E-08
D4084	Chloride channel protein EriC	0.22753505	0.251175103	0.201005788	0.007976844	0.0375118	0.289689363	0.151491924	0.07503697	5.07E-08	0.001356952	0.013246928	0.005402255	3.14E-06	1.88E-08
D3760	Catalyzes the specific phosphorylation of the 3-hydroxyl group of shikimic acid using ATP as a cosubstrate	0.22753505	0.251175103	0.201005788	0.007976844	0.0375118	0.289689363	0.151491924	0.07503697	5.07E-08	0.001356952	0.013246928	0.005402255	3.14E-06	1.88E-08
D3654	"Catalyzes the oxidation of 5,10- methylenetetrahydrofolate to 5,10-methenyltetrahydrofolate and then the hydrolysis of 5,10-methenyltetrahydrofolate to 10- formyltetrahydrofolate"	0.22753505	0.251175103	0.201005788	0.007976844	0.0375118	0.289689363	0.151491924	0.07503697	5.07E-08	0.001356952	0.013246928	0.005402255	3.14E-06	1.88E-08
D3539	Catalyzes the formation of 4-diphosphocytidyl-2-C- methyl-D-erythritol from CTP and 2-C-methyl-D-erythritol 4- phosphate (MEP)	0.22753505	0.251175103	0.201005788	0.007976844	0.0375118	0.289689363	0.151491924	0.07503697	5.07E-08	0.001356952	0.013246928	0.005402255	3.14E-06	1.88E-08
D2166	Belongs to the aldehyde dehydrogenase family	0.22753505	0.251175103	0.201005788	0.007976844	0.0375118	0.289689363	0.151491924	0.07503697	5.07E-08	0.001356952	0.013246928	0.005402255	3.14E-06	1.88E-08
D2329	Belongs to the FPP GGPP synthase family	0.22753505	0.251175103	0.201005788	0.007976844	0.0375118	0.289689363	0.151491924	0.07503697	5.07E-08	0.001356952	0.013246928	0.005402255	3.14E-06	1.88E-08
D13697	PFAM ABC-2 type transporter	0.227170147	0.257459913	0.201005788	0.00807163	0.038514013	0.289689363	0.147191047	0.079149435	5.13E-08	0.001348981	0.013036137	0.005327263	5.15E-06	1.98E-08
D11224	Lyase	0.227170147	0.257459913	0.201005788	0.00807163	0.038514013	0.289689363	0.147191047	0.079149435	5.13E-08	0.001348981	0.013036137	0.005327263	5.15E-06	1.98E-08
D3833	"Cation transporter/ATPase, N-terminus"	0.227170147	0.257459913	0.201005788	0.00807163	0.038514013	0.289689363	0.147191047	0.079149435	5.13E-08	0.001348981	0.013036137	0.005327263	5.15E-06	1.98E-08
D6748	dihydrofolate reductase activity	0.227170147	0.257459913	0.201005788	0.00807163	0.038514013	0.289689363	0.147191047	0.079149435	5.13E-08	0.001348981	0.013036137	0.005327263	5.15E-06	1.98E-08
D18051	"Ribonucleotide reductase, barrel domain"	0.222463383	0.244995462	0.201005788	0.008024115	0.036531315	0.289689363	0.156181623	0.074687557	5.19E-08	0.00160734	0.014894182	0.006204788	3.14E-06	3.09E-08
D14456	PFAM NAD-dependent epimerase dehydratase	0.222463383	0.244995462	0.201005788	0.008024115	0.036531315	0.289689363	0.156181623	0.074687557	5.19E-08	0.00160734	0.014894182	0.006204788	3.14E-06	3.09E-08
D13583	Peptidyl-prolyl cis-trans isomerase	0.222463383	0.244995462	0.201005788	0.008024115	0.036531315	0.289689363	0.156181623	0.074687557	5.19E-08	0.00160734	0.014894182	0.006204788	3.14E-06	3.09E-08
D13037	Outer membrane protein beta-barrel domain	0.222463383	0.244995462	0.201005788	0.008024115	0.036531315	0.289689363	0.156181623	0.074687557	5.19E-08	0.00160734	0.014894182	0.006204788	3.14E-06	3.09E-08
D10651	Involved in the catabolism of quinolinic acid (QA)	0.222463383	0.244995462	0.201005788	0.008024115	0.036531315	0.289689363	0.156181623	0.074687557	5.19E-08	0.00160734	0.014894182	0.006204788	3.14E-06	3.09E-08
D9708	Has an important function as a repair enzyme for proteins that have been inactivated by oxidation. Catalyzes the reversible oxidation-reduction of methionine sulfoxide in proteins to methionine	0.222463383	0.244995462	0.201005788	0.008024115	0.036531315	0.289689363	0.156181623	0.074687557	5.19E-08	0.00160734	0.014894182	0.006204788	3.14E-06	3.09E-08
D5343	"COG1120 ABC-type cobalamin Fe3 -siderophores transport systems, ATPase components"	0.222463383	0.244995462	0.201005788	0.008024115	0.036531315	0.289689363	0.156181623	0.074687557	5.19E-08	0.00160734	0.014894182	0.006204788	3.14E-06	3.09E-08
D3702	"Catalyzes the reductive methylation of 2'-deoxyuridine- 5'-monophosphate (dUMP) to 2'-deoxythymidine-5'-monophosphate (dTMP) while utilizing 5,10-methylenetetrahydrofolate (mTHF) as the methyl donor and reductant in the reaction, yielding dihydrofolate (DHF) as a by-product. This enzymatic reaction provides an intracellular de novo source of dTMP, an essential precursor for DNA biosynthesis"	0.222463383	0.244995462	0.201005788	0.008024115	0.036531315	0.289689363	0.156181623	0.074687557	5.19E-08	0.00160734	0.014894182	0.006204788	3.14E-06	3.09E-08
D2499	Belongs to the ompA family	0.222463383	0.244995462	0.201005788	0.008024115	0.036531315	0.289689363	0.156181623	0.074687557	5.19E-08	0.00160734	0.014894182	0.006204788	3.14E-06	3.09E-08
D2480	Belongs to the NadC ModD family	0.222463383	0.244995462	0.201005788	0.008024115	0.036531315	0.289689363	0.156181623	0.074687557	5.19E-08	0.00160734	0.014894182	0.006204788	3.14E-06	3.09E-08
D2252	Belongs to the class-II aminoacyl-tRNA synthetase family. Phe-tRNA synthetase alpha subunit type 1 subfamily	0.222463383	0.244995462	0.201005788	0.008024115	0.036531315	0.289689363	0.156181623	0.074687557	5.19E-08	0.00160734	0.014894182	0.006204788	3.14E-06	3.09E-08
D2291	Belongs to the dihydrofolate reductase family	0.222463383	0.244995462	0.201005788	0.008024115	0.036531315	0.289689363	0.156181623	0.074687557	5.19E-08	0.00160734	0.014894182	0.006204788	3.14E-06	3.09E-08
D18029	Ribonuclease HII	0.221386943	0.244600379	0.201005788	0.007953299	0.035572208	0.264563404	0.154999258	0.074862101	5.69E-08	0.001626047	0.015011962	0.006261829	1.94E-06	3.15E-08
D17138	"Psort location Cytoplasmic, score 9.97"	0.221386943	0.244600379	0.201005788	0.007953299	0.035572208	0.264563404	0.154999258	0.074862101	5.69E-08	0.001626047	0.015011962	0.006261829	1.94E-06	3.15E-08
D10690	Involved in transcription antitermination. Required for transcription of ribosomal RNA (rRNA) genes. Binds specifically to the boxA antiterminator sequence of the ribosomal RNA (rrn) operons	0.221386943	0.244600379	0.201005788	0.007953299	0.035572208	0.264563404	0.154999258	0.074862101	5.69E-08	0.001626047	0.015011962	0.006261829	1.94E-06	3.15E-08
D3707	"Catalyzes the removal of elemental sulfur and selenium atoms from L-cysteine, L-cystine, L-selenocysteine, and L- selenocystine to produce L-alanine"	0.221386943	0.244600379	0.201005788	0.007953299	0.035572208	0.264563404	0.154999258	0.074862101	5.69E-08	0.001626047	0.015011962	0.006261829	1.94E-06	3.15E-08
D5305	COG1022 Long-chain acyl-CoA synthetases (AMP-forming)	0.221386943	0.244600379	0.201005788	0.007953299	0.035572208	0.264563404	0.154999258	0.074862101	5.69E-08	0.001626047	0.015011962	0.006261829	1.94E-06	3.15E-08
D18054	Ribose 5-phosphate isomerase	0.22535173	0.250371828	0.201005788	0.007836486	0.035572208	0.240944986	0.149186658	0.075387683	6.11E-08	0.001389262	0.01346065	0.005503688	1.19E-06	1.95E-08
D8930	"GDP-mannose 4,6 dehydratase"	0.22535173	0.250371828	0.201005788	0.007836486	0.035572208	0.240944986	0.149186658	0.075387683	6.11E-08	0.001389262	0.01346065	0.005503688	1.19E-06	1.95E-08
D8771	four-way junction helicase activity	0.22535173	0.250371828	0.201005788	0.007836486	0.035572208	0.240944986	0.149186658	0.075387683	6.11E-08	0.001389262	0.01346065	0.005503688	1.19E-06	1.95E-08
D8024	Endonuclease that specifically degrades the RNA of RNA- DNA hybrids	0.22535173	0.250371828	0.201005788	0.007836486	0.035572208	0.240944986	0.149186658	0.075387683	6.11E-08	0.001389262	0.01346065	0.005503688	1.19E-06	1.95E-08
D3753	"Catalyzes the sequential condensation of isopentenyl diphosphate (IPP) with geranylgeranyl diphosphate (GGPP) to yield (2Z,6Z,10Z,14Z,18Z,22Z,26Z,30E,34E,38E)-undecaprenyl diphosphate (tritrans,heptacis-UPP). It is probably the precursor of glycosyl carrier lipids"	0.22535173	0.250371828	0.201005788	0.007836486	0.035572208	0.240944986	0.149186658	0.075387683	6.11E-08	0.001389262	0.01346065	0.005503688	1.19E-06	1.95E-08
D2327	Belongs to the folylpolyglutamate synthase family	0.22535173	0.250371828	0.201005788	0.007836486	0.035572208	0.240944986	0.149186658	0.075387683	6.11E-08	0.001389262	0.01346065	0.005503688	1.19E-06	1.95E-08
D3440	Catalyzes the condensation of isopentenyl diphosphate (IPP) with allylic pyrophosphates generating different type of terpenoids	0.22535173	0.250371828	0.201005788	0.007836486	0.035572208	0.240944986	0.149186658	0.075387683	6.11E-08	0.001389262	0.01346065	0.005503688	1.19E-06	1.95E-08
D15661	Phosphopantetheine attachment site	0.223904311	0.256235274	0.201005788	0.007859728	0.035572208	0.218816045	0.143816388	0.079698766	6.77E-08	0.001397447	0.013353421	0.005478174	1.23E-06	2.08E-08
D5494	"COG1670 Acetyltransferases, including N-acetylases of ribosomal proteins"	0.223904311	0.256235274	0.201005788	0.007859728	0.035572208	0.218816045	0.143816388	0.079698766	6.77E-08	0.001397447	0.013353421	0.005478174	1.23E-06	2.08E-08
D13462	Peptidase M16 inactive domain	0.223904311	0.256235274	0.201005788	0.007859728	0.035572208	0.218816045	0.143816388	0.079698766	6.77E-08	0.001397447	0.013353421	0.005478174	1.23E-06	2.08E-08
