		Acinetobacter baumannii	Streptococcus mutans	Lachnoanaerobaculum umeaense	Candidatus Methanomethylophilus alvus	Acinetobacter tandoii	Yarrowia lipolytica	Human betaherpesvirus 7	Fusobacterium nucleatum	Streptococcus constellatus	Gemella morbillorum	Zymoseptoria tritici	Thermothelomyces thermophilus	Methanobrevibacter_A smithii_A	Paracoccus pantotrophus
D2919	Binds and transfers iron-sulfur (Fe-S) clusters to target apoproteins. Can hydrolyze ATP	0.350545098	0.173974427	0.242835421	0.24312387	0.265345332	-0.098178694	-0.143947955	0.02511611	-0.028649929	0.076511062	0.029914648	0.011884587	0.036053667	-0.070293339
D9761	heavy metal translocating P-type ATPase	0.39261271	0.175509193	0.224884722	0.233821991	0.239650703	-0.148930858	-0.179066851	0.117567156	0.001885112	0.057731586	0.001565912	0.003655045	0.0792835	-0.043073022
D3021	Branched-chain amino acid ATP-binding cassette transporter	0.258000912	0.079791279	0.163988691	0.167898672	0.32164292	-0.122667565	-0.219270337	-0.013933229	-0.006665452	0.062446836	0.025986492	-0.010937829	0.042979162	-0.06413532
D18743	Short repeat of unknown function (DUF308)	0.317631753	0.106142671	0.216326461	0.181487044	0.31203239	-0.073908289	-0.228944895	-0.10141682	-0.058767841	0.044931485	0.01637263	-0.00517278	0.014610619	-0.069654863
D12832	NUDIX hydrolase	0.37667437	0.142053588	0.141004694	0.167466005	0.286175006	-0.117041713	-0.168444355	0.05915884	-0.052108579	0.067948362	-0.035134254	-0.032820488	0.058031606	-0.068042612
D19929	Threonine aldolase	0.3207982	0.121610928	0.140606183	0.193506209	0.316107738	-0.120709246	-0.189412988	-0.021143349	-0.048404412	0.074681983	-0.024534612	-0.026968531	0.089389118	-0.051719443
D12742	nuclease activity	0.264299482	0.128529172	0.199350268	0.147677372	0.275900959	-0.079590569	-0.107813575	-0.007524042	-0.027188553	0.087568053	0.011593944	-0.058680554	0.027919219	-0.066539155
D15621	phospholipase Carboxylesterase	0.330869701	0.146670939	0.139523152	0.17276527	0.269794913	-0.024635176	-0.199535572	-0.020380657	-0.080709034	0.071969706	0.002442871	-0.036437871	0.006000985	-0.112430232
D3850	CBS domain containing protein	0.293393669	0.136437352	0.237600054	0.187727018	0.335407908	-0.035244561	-0.147153923	0.06847169	-0.044176989	0.099328991	0.025412676	0.008707709	0.067940987	0.038710006
D15368	Phage tail sheath protein	0.312779424	0.113381909	0.230438968	0.213503323	0.316320283	-0.064425585	-0.189412988	0.064262165	-0.021405935	0.078381754	0.014214816	-0.028560116	0.003978744	0.025056625
D9451	Glycosyltransferase	0.202741051	0.133420904	0.245541974	0.1417113	0.259924211	-0.130566901	-0.219270337	0.087934156	-0.041220558	0.024545076	0.027191769	-0.021192044	0.043875279	0.05109642
D11508	MazG nucleotide pyrophosphohydrolase domain	0.309848725	0.099254957	0.21158012	0.162450925	0.312178062	-0.14470646	-0.199535572	0.107418482	-0.042347103	0.023480393	-0.039415531	-0.074476702	-0.000365914	-0.013687833
D2913	Binding-protein-dependent transport system inner membrane component	0.373497139	0.002068064	0.196666581	0.451410994	0.324530528	-0.192596774	0.014773959	-0.187354899	-0.076205345	-0.006153681	0.14689464	0.004246496	0.222104162	-0.013710166
D9978	"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"	0.362787912	0.021328567	0.192642722	0.414925526	0.30933209	-0.219597525	0.034645945	-0.110038372	-0.056418976	-0.06516847	0.243078496	0.019138758	0.15444281	-0.020185727
D17132	"Psort location Cytoplasmic, score 8.87"	0.349373123	0.047369826	0.211751479	0.47690648	0.226997817	-0.220223768	0.033765052	-0.196051522	-0.058821858	-0.004785984	0.154683655	-0.047026756	0.367879339	0.046700212
D15290	Phage integrase family	0.370342573	0.033794577	0.242616203	0.519685038	0.324894318	-0.310224779	0.032293012	-0.145211411	0.034897565	-0.025089007	0.17986019	-0.031881977	0.287097313	0.012320366
D18896	"Site-specific tyrosine recombinase, which acts by catalyzing the cutting and rejoining of the recombining DNA molecules"	0.275182108	-0.016065935	0.222253046	0.444176125	0.289781328	-0.310492357	0.00134921	-0.158177117	-0.035215816	-0.081199715	0.094350851	-0.02814076	0.264056174	-0.059413677
D5701	COG3547 Transposase and inactivated derivatives	0.171268022	-0.125385827	0.152919886	0.444789799	0.167040212	-0.26542775	-0.029605245	-0.07770092	-0.069425447	-0.075295561	0.092636358	-0.035020244	0.384413684	-0.06411428
D5684	COG3436 Transposase and inactivated derivatives	0.077547586	-0.035196527	0.23916156	0.383511368	0.220125556	-0.167406303	-0.073365678	-0.121078636	-0.01508406	-0.055100655	0.024816468	-0.031912488	0.317356993	-0.015646007
D5106	"COG0395 ABC-type sugar transport system, permease component"	0.20458984	-0.018125414	0.224680786	0.39075517	0.264283228	-0.146637884	0.006410782	-0.200227316	-0.025445179	-0.021094334	0.07894765	-0.041082028	0.316049998	-0.010446191
D17954	Reverse transcriptase	0.20047578	0.004561301	0.207442906	0.368573945	0.242634595	-0.14411123	-0.050639335	-0.135463796	-0.103761389	0.011820002	0.150306681	-0.035906792	0.32462101	-0.035285219
D5370	"COG1175 ABC-type sugar transport systems, permease components"	0.311217281	-0.056667215	0.127255478	0.374456928	0.279992306	-0.213856834	0.054855823	-0.186421251	-0.133169024	-0.126846122	0.098326415	0.018092932	0.24346254	-0.039194474
D5030	COG0067 Glutamate synthase domain 1	0.386849221	-0.059649335	0.104822585	0.281729583	0.239537646	-0.229433054	-0.076836362	-0.200470437	-0.183085736	-0.128272429	0.025621261	0.016171459	0.16189704	0.018737937
D9952	His Kinase A (phospho-acceptor) domain	0.33481335	-0.0626339	0.204294475	0.286958734	0.181176591	-0.213992768	-0.045480307	-0.141153828	-0.205898198	-0.12568294	0.138817239	0.048432043	0.205698882	-0.004566983
D17580	Radical SAM superfamily	0.239886855	-0.003341701	0.237337251	0.366088049	0.243793102	-0.115784961	-0.09919874	-0.200483247	-0.174460568	-0.087604503	0.131649614	-0.077449366	0.179421621	-0.072627708
D8093	EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)	0.265071435	-0.009105369	0.273443994	0.343221422	0.268302513	-0.274012315	-0.157206849	-0.096163846	-0.169220963	-0.084802846	0.045955262	-0.018262407	0.176488623	-0.102344809
D21311	Transporter associated domain	0.217736195	-0.029040714	0.192091644	0.308452345	0.228036828	-0.173809533	-0.129740035	-0.123992405	-0.148332319	-0.122192405	0.045828955	0.020790016	0.140465332	-0.178416512
D9967	Histidine kinase	0.345788074	0.029752258	0.157320577	0.380065442	0.247038242	-0.299289968	-0.063193309	-0.19746177	-0.034596212	-0.015629656	0.149357182	-0.000855896	0.124926824	-0.067271914
D1332	Aminotransferase class I and II	0.363646022	0.010693106	0.161013337	0.36845661	0.238430334	-0.15123489	-0.094772242	-0.175814244	0.031818012	-0.081793369	0.157326425	0.010455737	0.12267638	-0.030263683
D9800	"helix_turn_helix, arabinose operon control protein"	0.292419659	0.095094495	0.165799469	0.340154641	0.255165546	-0.232177088	-0.126016223	-0.149109288	0.09058306	-0.015453377	0.149302284	0.03828883	0.091010054	0.011996852
D2137	Belongs to the 'phage' integrase family. XerC subfamily	0.210576646	0.001037808	0.162916967	0.384784355	0.264054355	-0.240013562	-0.048478097	-0.197689493	-0.03168873	-0.047571527	0.06273311	-0.004696215	0.183046435	-0.167104525
D5662	COG3250 Beta-galactosidase beta-glucuronidase	0.359857211	-0.010819488	0.193883987	0.344814548	0.314217524	-0.219403393	-0.048197583	-0.085608812	-0.030840622	-0.064279458	0.098967309	-0.042012323	0.127158515	-0.081646858
D7881	EamA-like transporter family	0.320450378	0.067671108	0.225731312	0.351015491	0.292750765	-0.172235265	-0.071294758	-0.125852718	-0.070987691	0.002692255	0.071909794	-0.0873605	0.148142048	-0.097494991
D15468	Phosphate acyltransferases	0.281149882	0.014406658	0.228924423	0.309665788	0.29634417	-0.189265951	-0.071438925	-0.149113998	0.023187203	0.007156005	0.069080299	-0.044358026	0.192413578	-0.092238085
D3516	Catalyzes the dephosphorylation of 2-phosphoglycolate	0.374117688	0.014807721	0.200749886	0.288132195	0.273506566	-0.253302274	-0.026176768	-0.098673248	-0.08837264	-0.129990864	0.070883374	-0.045568721	0.216054158	0.053503469
D1038	alcohol dehydrogenase	0.488475406	0.043931199	0.12001562	0.286561794	0.272929621	-0.24949546	-0.050124027	-0.150510218	-0.039799291	-0.091113342	0.116778251	-0.045314937	0.122835625	0.024682325
D4062	cheY-homologous receiver domain	0.375654766	0.051261527	0.197413867	0.368097686	0.311584572	-0.257544801	-0.071856872	-0.133201782	-0.027751064	-0.049473803	0.113205734	-0.036356867	0.193611389	-0.01481168
D8872	GAF domain	0.445685113	0.054601554	0.151966733	0.3387813	0.306577484	-0.259370184	-0.077652871	-0.106320947	0.010509673	-0.003795793	0.054137772	-0.016551397	0.1860059	0.001173461
D4656	COG COG3666 Transposase and inactivated derivatives	0.3962466	-0.046094489	0.062745482	0.369036111	0.366018597	-0.17023748	-0.08553485	-0.181468172	-0.085575206	-0.118499471	-0.099050931	-0.053121172	0.189814388	-0.004358842
D13322	Patched family	0.364986084	-0.110874684	0.169234715	0.418777896	0.353073182	-0.267559785	-0.073365678	-0.026735916	-0.046369519	-0.116536412	0.021287876	-0.122057261	0.223683074	-0.04496046
D498	ABC transporter transmembrane region	0.27886349	0.164603332	0.318002175	0.430971246	0.304489483	-0.209296614	-0.107057542	-0.077902526	0.020561542	0.057439357	0.097438004	-0.059751583	0.223881936	-0.072340337
D17572	Radical SAM domain protein	0.214004625	0.093875904	0.292996026	0.323228737	0.269463694	-0.212107753	-0.038318494	-0.061074561	-0.056121997	0.059110534	0.173709276	-0.07888864	0.250520881	-0.060748321
D13857	PFAM binding-protein-dependent transport systems inner membrane component	0.297441808	0.109766423	0.213472266	0.356163508	0.171071687	-0.229253626	0.034886785	-0.145537925	0.005765725	0.08429533	0.181755316	-0.035265567	0.232691231	0.030639066
D3692	Catalyzes the reduction of 1-pyrroline-5-carboxylate (PCA) to L-proline	0.171608553	0.125510372	0.205652459	0.365101917	0.19120755	-0.143917103	-0.051437876	-0.06899332	0.006156713	0.078492793	0.085840018	-0.073515914	0.253864402	-0.047284483
D13244	Part of the ABC transporter complex PstSACB involved in phosphate import. Responsible for energy coupling to the transport system	0.2139394	0.107973573	0.202145761	0.29538752	0.249017116	-0.042488347	-0.038644855	-0.146938531	0.037287327	0.057880613	0.109758136	-0.070086701	0.255534532	-0.009220228
D17322	Putative esterase	0.208340006	0.046413764	0.223473291	0.227045667	0.17158249	-0.115877242	-0.116688043	-0.223921632	0.037845259	0.068496003	0.122509984	-0.006544351	0.071575237	-0.145111332
D9769	Heavy-metal-associated domain	0.19593668	0.139231663	0.209433501	0.275875358	0.116971537	-0.140888495	-0.11981598	-0.117416257	0.153564849	0.140013631	0.074168292	-0.122186553	0.128963211	-0.117481774
D11355	Male sterility protein	0.233667552	0.114420616	0.194046852	0.285443542	0.211243539	-0.205457022	-0.000768855	-0.118945301	0.145524494	0.077301654	0.067796749	-0.107672714	0.127217521	-0.086789844
D438	AAA domain	0.160745221	0.123412885	0.189988649	0.401919582	0.031751911	-0.190328902	-0.04185559	-0.212589507	0.048712977	-0.003911048	0.147120627	-0.042988485	0.286990934	-0.096972967
D10332	"IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisF subunit catalyzes the cyclization activity that produces IGP and AICAR from PRFAR using the ammonia provided by the HisH subunit"	0.165512498	0.080282964	0.172602478	0.295583142	0.173293319	-0.057764931	-0.021319686	-0.163238342	0.023874941	-0.014562528	0.016669464	0.077508176	0.111933678	-0.017138781
D17875	"Resolvase, N terminal domain"	0.23601961	0.080363207	0.128913503	0.385300873	0.176759286	-0.133630265	-0.009864744	-0.199389208	0.062949724	-0.015369891	0.157350525	0.042796722	0.164267795	0.030252763
D19099	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a conserved hairpin near the 3'-end of 16S rRNA in the 30S particle. May play a critical role in biogenesis of 30S subunits	0.346714326	0.117438012	0.177549055	0.255685545	0.154695385	-0.159838962	-0.155111577	-0.050136612	0.017712884	0.046140676	0.026760837	0.010746904	0.113655378	-0.116640562
D21350	transposase activity	0.374242703	0.048615752	0.208977362	0.333218613	0.173466459	-0.1682089	-0.117344516	-0.049518229	0.070391498	0.046114782	0.025982652	0.00724973	0.164142743	-0.16931435
D15724	"Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties"	0.352944634	0.11991722	0.207948605	0.25544447	0.241358628	-0.034857936	-0.179031836	-0.095202371	0.058151513	0.06783643	0.039394087	0.040288142	0.12760968	-0.040511532
D1807	ATP-dependent peptidase activity	0.337787533	0.115640169	0.230546748	0.217370118	0.185325553	-0.107745246	-0.18565162	-0.072361067	0.016892288	0.034266976	0.082361323	0.027643828	0.099029002	-0.112429488
D6537	damaged DNA binding	0.298340415	0.12707661	0.241722929	0.242430655	0.215338682	-0.085907098	-0.142582956	-0.0909658	0.020318701	0.067480773	0.06488921	0.049724029	0.091790844	-0.055247802
D2024	"Bacterial regulatory helix-turn-helix protein, lysR family"	0.287763926	0.144024103	0.193639746	0.312785718	0.2381035	-0.067952418	-0.179066851	-0.050779257	-0.049293679	0.134462437	-0.006242769	0.031102362	0.130313387	-0.077209905
D1998	Bacterial periplasmic substrate-binding proteins	0.298253276	0.141578957	0.212872	0.263634785	0.263045182	-0.117987945	-0.143947955	-0.079179601	0.030620029	0.116434184	-0.04453302	0.046543181	0.133060668	-0.096766325
D13294	"Participates actively in the response to hyperosmotic and heat shock by preventing the aggregation of stress-denatured proteins, in association with DnaK and GrpE. It is the nucleotide exchange factor for DnaK and may function as a thermosensor. Unfolded proteins bind initially to DnaJ"	0.291658801	0.077355173	0.18586884	0.272173353	0.228315726	-0.120578799	-0.126644618	-0.046272081	0.049780402	0.056167459	-0.013824156	0.052618196	0.081753466	-0.068956427
D1346	Ammonium Transporter	0.354619862	0.156722782	0.184450522	0.312787519	0.30071559	-0.146821303	-0.103067163	-0.029448997	-0.013506311	0.141442083	-0.014152868	-0.030038817	0.179705974	-0.029419704
D3679	Catalyzes the phosphorylation of the hydroxyl group of 4-methyl-5-beta-hydroxyethylthiazole (THZ)	0.331966751	0.165902309	0.199048819	0.315672878	0.298009053	-0.134592524	-0.130012826	-0.033508555	-0.019470136	0.137972814	-0.033327722	-0.012787609	0.167091401	-0.038294922
D8482	"FGGY family of carbohydrate kinases, C-terminal domain"	0.408442452	0.105776403	0.190331352	0.350169353	0.286699595	-0.106147321	-0.106435371	0.012109868	-0.007717892	0.089021433	0.029839725	-0.042464513	0.189218604	-0.037272263
D9795	helix_turn _helix lactose operon repressor	0.391017476	0.167586447	0.170005967	0.33399476	0.284777818	-0.087977012	-0.199535572	0.019394496	-0.02018657	0.121766554	-0.026638927	-0.021239415	0.147865745	-0.040249209
D3646	Catalyzes the NADPH-dependent formation of L-aspartate- semialdehyde (L-ASA) by the reductive dephosphorylation of L- aspartyl-4-phosphate	0.31589442	0.156826766	0.230723802	0.262171035	0.281173707	-0.157659184	-0.155111577	0.002005464	0.110839234	0.156623171	-0.047855058	-0.043167932	0.113655378	-0.097839191
D16107	Prephenate dehydratase	0.306004668	0.092599317	0.213065832	0.285381825	0.230804477	-0.173022051	-0.167829064	-0.032312175	0.069363571	0.087900913	-0.026444523	-0.051670375	0.127996048	-0.112461698
D6021	Conserved hypothetical protein 698	0.331537715	0.189380716	0.233607347	0.280646812	0.316181515	-0.154454795	-0.219270337	0.029070564	0.002841587	0.154122259	0.016581683	-0.043308977	0.141620991	-0.072663565
D18552	SEC-C motif	0.273689279	0.171858231	0.179580966	0.276127964	0.255984308	-0.200999457	-0.228944895	-0.016461375	0.042357973	0.134726837	-0.024167426	-0.075867441	0.157290867	-0.112899962
D19083	Sortase family	0.265144365	0.091159771	0.23696288	0.32023832	0.293852585	-0.093690676	-0.219270337	-0.106167764	0.079283797	0.119204071	0.027885716	0.045540777	0.277348289	-0.071586121
D19935	Threonine synthase	0.291270144	0.124608301	0.186695165	0.313034802	0.357351342	-0.186488912	-0.122307672	-0.077542306	0.050654945	0.10525637	0.019311548	-0.056858467	0.214517679	-0.123778157
D11216	LUD domain	0.216662961	0.063696759	0.235523834	0.331346996	0.212795679	-0.089401935	-0.179066851	0.005742658	0.023423522	0.064811688	0.042404899	0.081422444	0.05386707	-0.07391105
D16760	Protein of unknown function (DUF3417)	0.251667551	0.111985993	0.300302303	0.275041777	0.228397004	-0.169210461	-0.163312427	0.062909561	0.003758144	-0.005881782	0.060969182	0.0584368	0.092947917	-0.114623423
D9666	"HAD-superfamily hydrolase, subfamily IA, variant 3"	0.16453117	0.131396254	0.268955709	0.245904497	0.19810123	-0.200025591	-0.101359089	0.009991536	-0.03421808	0.017347242	0.010674096	0.046678422	0.105764313	-0.071449733
D15643	Phosphomethylpyrimidine kinase	0.216539686	0.112339722	0.237655044	0.30280751	0.207319109	-0.210232175	-0.191592472	-0.01280351	-0.008043947	0.021722815	-0.005652879	0.070802953	0.142859517	-0.100672787
D721	"Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta)"	0.088843798	0.045167003	0.193474063	0.374282744	0.202884953	-0.160269763	-0.073365678	-0.017458699	0.041900168	0.008729181	0.009092909	-0.038700562	0.152878764	-0.102038336
D3279	Carboxyl transferase domain	0.188962031	0.13603946	0.252653448	0.354730245	0.291590179	-0.062224018	-0.140016021	-0.021208449	0.028931579	0.072557415	0.101687447	-0.074571625	0.088923864	-0.157009287
D2537	Belongs to the peptidase S8 family	0.272158412	0.099572383	0.24321408	0.283241829	0.236317436	-0.100022256	-0.162221971	-0.071058616	-0.001035137	0.02755653	0.134207435	-0.011501831	0.12499042	0.026368693
D9122	glutamine synthetase	0.316484464	0.127913851	0.268702961	0.243302686	0.205340223	-0.123130024	-0.145194204	-0.034719016	-0.035755971	0.044516667	0.12573752	0.023761557	0.088388747	-0.070015401
D15878	polyamine biosynthetic process	0.387576494	0.131972543	0.24464835	0.259812325	0.230714329	-0.113727839	-0.140413665	-0.058907938	-0.009453443	0.039211853	0.132945174	-0.022555561	0.068099674	-0.014470013
D19095	Specifically catalyzes the decarboxylation of meso- diaminopimelate (meso-DAP) to L-lysine	0.332391756	0.151725487	0.28005255	0.293714063	0.199978332	-0.09817483	-0.165688707	-0.00164306	-0.029213844	0.044374633	0.138722094	-0.04850188	0.102804548	-0.020963718
D302	4Fe-4S binding domain	0.31797158	0.085411931	0.281031912	0.326076249	0.237131287	-0.181168047	-0.248027807	-0.007979868	-0.02022862	-0.00064635	0.128368707	-0.028244454	0.154784769	0.073455616
D2826	"Beta-ketoacyl synthase, C-terminal domain"	0.311664903	0.043143114	0.272494184	0.315736437	0.155594215	-0.088410825	-0.169803391	0.030603006	-0.038158927	-0.042932444	0.107741661	-0.042106067	0.106330908	-0.048984096
D5354	"COG1132 ABC-type multidrug transport system, ATPase and permease components"	0.229958187	0.17318973	0.348591754	0.315563526	0.294976292	-0.209778939	-0.116323783	0.02147655	-0.001333558	0.006769759	0.097155802	-0.027922697	0.132268842	-0.113045049
D12248	N-acetylmuramoyl-L-alanine amidase	0.313315765	0.09570619	0.21966336	0.304734156	0.384142828	-0.292612587	-0.103425263	0.019965345	-0.001037212	0.017320034	0.110669375	-0.017290332	0.078173418	-0.115513281
D17884	response regulator	0.307352573	0.138715538	0.205005094	0.247562304	0.17879475	-0.185519459	-0.081608525	-0.02767541	0.093346582	0.126381272	0.08788167	0.038335432	0.21998513	-0.016606786
D7865	dUTPase	0.309578665	0.150794649	0.247711536	0.234350292	0.264954932	-0.162205721	-0.144486787	-0.002403575	0.041012792	0.113111192	0.125748937	0.028132075	0.118376155	-0.055865735
D13273	Part of the phosphoribosylformylglycinamidine synthase complex involved in the purines biosynthetic pathway. Catalyzes the ATP-dependent conversion of formylglycinamide ribonucleotide (FGAR) and glutamine to yield formylglycinamidine ribonucleotide (FGAM) and glutamate. The FGAM synthase complex is composed of three subunits. PurQ produces an ammonia molecule by converting glutamine to glutamate. PurL transfers the ammonia molecule to FGAR to form FGAM in an ATP-dependent manner. PurS interacts with PurQ and PurL and is thought to assist in the transfer of the ammonia molecule from PurQ to PurL	0.285082916	0.190129935	0.24847646	0.279373067	0.203441781	-0.173719675	-0.140603349	-0.006422622	0.04685233	0.060371015	0.097124949	0.036550879	0.06454766	-0.144638425
D1297	"amino acids such as valine, to avoid such errors it has two additional distinct tRNA(Ile)-dependent editing activities. One activity is designated as 'pretransfer' editing and involves the hydrolysis of activated Val-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Val-tRNA(Ile)"	0.393002196	0.150143059	0.255461956	0.313096862	0.25646273	-0.08514113	-0.207014147	-0.059546273	0.038588315	0.081696831	0.098748459	-0.055505835	0.13775014	-0.039690096
D12670	NlpC/P60 family	0.346329558	0.188046469	0.251757921	0.34307589	0.216590876	-0.128913375	-0.152090904	0.013421185	0.031430143	0.117918518	0.083983825	-0.071044968	0.111553511	-0.073141919
D2427	Belongs to the LDH MDH superfamily	0.374691431	0.047754074	0.274705731	0.331197198	0.267357208	-0.15122448	-0.154422649	0.004493049	0.023356723	0.018693832	0.039827722	-0.012376576	0.153043479	-0.055405232
D1182	Alpha-amylase domain	0.36745163	0.119332275	0.20776834	0.322855706	0.249152274	-0.193104045	-0.118300212	-0.021219347	-0.002571147	0.095614061	0.04632338	-0.019271786	0.115771967	-0.085606996
D3582	"Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome"	0.314576138	0.136992811	0.262679217	0.372034582	0.289170266	-0.218233373	-0.133680188	-0.018395899	0.017097527	0.049676443	0.093891958	0.023160195	0.12180414	-0.030293499
D20038	"TIGRFAM ATP-dependent DNA helicase, RecQ"	0.500285057	0.000326911	0.188805888	0.225081591	0.278504301	-0.153045721	-0.125385658	-0.008388523	-0.003645338	-0.117678541	0.183447133	-0.021182274	0.010886048	0.065720819
D12273	N-methyltransferase activity	0.460889523	0.106578098	0.206227357	0.302859082	0.329634338	-0.261965451	-0.099156887	0.011722099	0.092123666	0.053236494	0.150841962	0.039678201	0.023686182	0.021815737
D1050	Aldehyde dehydrogenase family	0.444830133	0.09153769	0.213102299	0.249429339	0.192318134	-0.228297583	-0.096107758	0.062601346	-0.00940702	-0.006098161	0.151033314	-0.08355898	0.048250216	0.021290751
D8943	GDSL-like Lipase/Acylhydrolase	0.413108157	0.043915081	0.211085338	0.298017045	0.268559495	-0.215248629	-0.125385658	0.006406425	-0.040964934	0.045972084	0.21583784	-0.090686611	0.091804493	-0.029910676
D7978	"Elongator protein 3, MiaB family, Radical SAM"	0.418398049	0.12161346	0.232690396	0.330495475	0.292456047	-0.201653466	-0.015088775	-0.075007101	0.032432203	-0.013051893	0.165591645	-0.13873877	0.116891423	0.114067992
D16341	protein metabolic process	0.400007646	0.096839513	0.174719599	0.261077294	0.309755727	-0.23018258	-0.074403594	-0.057803596	0.100194642	0.007648949	0.134765495	-0.089882551	0.077299972	0.068030659
D8792	Fructose-bisphosphate aldolase class-II	0.496700703	0.062389847	0.169373206	0.266331894	0.294939636	-0.140766971	-0.144486787	-0.096623701	0.05728719	0.013217851	0.191107084	-0.087392984	0.120944664	0.005919999
D34	(ABC) transporter	0.375024944	0.082868814	0.150680209	0.258665624	0.166272578	-0.113944124	-0.108264362	-0.111052917	0.035164916	-0.032548065	0.198434848	-0.15577777	0.098304448	0.023760908
D13077	Oxidoreductase	0.401031651	0.098484075	0.153591055	0.193631246	0.184856698	-0.217433054	-0.129263035	-0.135650454	0.029576973	0.010524857	0.160470909	-0.092098808	0.053161978	0.009324835
D5654	COG3119 Arylsulfatase A and related enzymes	0.357458246	0.139809826	0.181328582	0.221115353	0.195440843	-0.335272327	-0.175862853	0.086881212	0.042581408	-0.009210483	0.079545729	-0.144293946	0.003756444	-0.024496546
D19494	Sulfatase	0.31462098	0.085749886	0.139650789	0.239798297	0.2484096	-0.326183152	-0.115382515	0.015803254	0.083742291	-0.025365541	0.150393271	-0.10377796	-0.038398322	-0.075196636
D2287	Belongs to the DegT DnrJ EryC1 family	0.295617153	0.099263458	0.205036118	0.229317768	0.117506077	-0.217398698	-0.176256291	0.079138714	-0.018908425	-0.034473276	0.172062025	-0.084893328	0.002812793	0.014805261
D5064	COG0235 Ribulose-5-phosphate 4-epimerase and related epimerases and aldolases	0.413064017	0.15797079	0.143464002	0.194569696	0.159266073	-0.244787195	-0.098587434	0.036067109	0.045512583	0.009744083	0.076730653	-0.102022438	0.099038219	0.070455423
D1835	"ATP-dependent serine protease that mediates the selective degradation of mutant and abnormal proteins as well as certain short-lived regulatory proteins. Required for cellular homeostasis and for survival from DNA damage and developmental changes induced by stress. Degrades polypeptides processively to yield small peptide fragments that are 5 to 10 amino acids long. Binds to DNA in a double-stranded, site-specific manner"	0.340672416	0.172501185	0.207688415	0.20658754	0.155821414	-0.184564285	-0.14134918	0.044321917	0.02630701	0.061176996	0.151878587	-0.071435243	0.066877551	0.010002756
D18770	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released	0.305861802	0.130864102	0.167794194	0.205873057	0.185896162	-0.275201375	-0.150762	0.065281088	0.011797305	0.046504859	0.104926873	-0.059523126	0.094103746	0.054368723
D3131	Calcineurin-like phosphoesterase	0.318377283	0.101722249	0.195737454	0.251883281	0.157449998	-0.2123422	-0.069260431	-0.00867726	0.026761592	-0.026709884	0.210090627	-0.108075131	0.059940206	-0.037718072
D17454	Pyridoxal-phosphate dependent enzyme	0.288259235	0.149329631	0.168051709	0.260596123	0.179528801	-0.191844814	0.016980935	-0.048331732	0.022213668	0.057305399	0.22605075	-0.146765851	0.089363187	-0.050457182
D2864	"Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides"	0.459643696	0.101543193	0.181147813	0.191878801	0.206968468	-0.19553281	-0.018476452	0.003239596	0.08057317	0.126194593	0.096725521	-0.092719093	0.079283667	-0.206127227
D750	Acetyltransferase (GNAT) family	0.387653628	0.14732787	0.156266746	0.272652636	0.204367817	-0.18654123	-0.025222623	-0.005399327	0.066667141	0.087614392	0.099640716	-0.021818379	0.040337304	-0.042974562
D13779	PFAM AMP-dependent synthetase and ligase	0.409574252	0.086398592	0.141627709	0.252858794	0.239022215	-0.284399518	-0.044920069	0.000352524	0.065653146	0.074685704	0.099347104	-0.091888123	0.051980199	0.00285793
D14507	PFAM NUDIX hydrolase	0.361094785	0.159029773	0.163859836	0.205009365	0.257999485	-0.276088729	-0.075263097	-0.003581871	-0.006279723	0.067440374	0.127338635	-0.043464919	0.024898682	-0.117014782
D14456	PFAM NAD-dependent epimerase dehydratase	0.36001929	0.120138802	0.192539678	0.20055503	0.193120614	-0.213744705	-0.038792211	0.050625171	-0.024409205	0.085261787	0.161167121	-0.079575061	0.000656118	0.016356586
D19880	Thioredoxin	0.42960699	0.145390359	0.191756922	0.205509713	0.207900355	-0.199990906	-0.071366643	0.00414743	0.003235979	0.083219236	0.196970436	-0.0893721	0.013126107	-0.085075884
D17955	Reverse transcriptase (RNA-dependent DNA polymerase)	0.107903522	0.193602289	0.19573452	0.272324459	0.082637656	-0.256209512	0.152893963	-0.023112103	0.064917753	-0.024063949	0.362735117	0.107604864	0.14107209	0.034693835
