		Acinetobacter baumannii	Yarrowia lipolytica	Human betaherpesvirus 7	Paracoccus pantotrophus	Acinetobacter tandoii	Zymoseptoria tritici	Methanobrevibacter_A smithii_A	Fusobacterium nucleatum	Gemella morbillorum	Thermothelomyces thermophilus	Candidatus Methanomethylophilus alvus	Lachnoanaerobaculum umeaense	Streptococcus mutans	Streptococcus constellatus
D19958	thymidylate kinase activity	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D19881	Thioredoxin domain	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D19324	Stereospecific condensation of phosphoenolpyruvate (PEP) and D-erythrose-4-phosphate (E4P) giving rise to 3-deoxy-D- arabino-heptulosonate-7-phosphate (DAHP)	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D18704	"Serine/threonine phosphatases, family 2C, catalytic domain"	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D18246	RNA cap guanine-N2 methyltransferase	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D18001	"Ribbon-helix-helix protein, copG family"	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D17965	Rhamnan synthesis protein F	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D16014	Ppx/GppA phosphatase family	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D15491	phosphate transporter	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D15374	"Phage tail tape measure protein, TP901 family"	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D15325	Phage portal protein	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D14615	"PFAM Permease for cytosine purines, uracil, thiamine, allantoin"	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D14557	"PFAM Peptidase C60, sortase A B"	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D13605	Periplasmic binding proteins and sugar binding domain of LacI family	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D13488	Peptidase propeptide and YPEB domain	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D13257	Part of the ABC transporter FtsEX involved in cellular division	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D13076	oxidoreductase	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D12726	NrdI Flavodoxin like	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D11948	MobA/MobL family	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D11731	Methyl-accepting chemotaxis protein	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D11397	mandelate racemase muconate lactonizing	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D10107	Homoserine dehydrogenase	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D9111	glutamine amidotransferase	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D8854	Fusaric acid resistance protein-like	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D8750	"Formyl transferase, C-terminal domain"	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D7452	Domain of unknown function (DUF4316)	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D6721	dienelactone hydrolase	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D5519	COG1874 Beta-galactosidase	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D5435	COG1403 Restriction endonuclease	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D5348	"COG1125 ABC-type proline glycine betaine transport systems, ATPase components"	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D5166	COG0520 Selenocysteine lyase	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D5113	"COG0406 Fructose-2,6-bisphosphatase"	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D5075	COG0277 FAD FMN-containing dehydrogenases	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D5066	"COG0243 Anaerobic dehydrogenases, typically selenocysteine-containing"	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D3214	"Carbohydrate ABC transporter ATP-binding protein, CUT1 family"	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D2413	Belongs to the hyi family	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D2356	Belongs to the glycerate kinase type-1 family	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D2234	Belongs to the citrate synthase family	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D1990	Bacterial mobilization protein MobC	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D1919	auxin efflux carrier	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D1049	Aldehyde dehydrogenase	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D1278	"Amino acid ABC transporter substrate-binding protein, PAAT family"	-0.082985017	-0.021324179	-0.114521101	-0.234431839	-0.155145902	0.25417403	0.226554622	0.080554774	0.407226044	0.391527759	0.333054715	0.36021822	0.363702475	0.583433053
D17344	"Putative inner membrane exporter, YdcZ"	-0.083488465	-0.021496845	-0.114521101	-0.234925553	-0.156991878	0.264278275	0.227268742	0.080369377	0.405170645	0.390990684	0.332577559	0.359724094	0.376976288	0.583084631
D15371	phage tail tape measure protein	-0.083488465	-0.021496845	-0.114521101	-0.234925553	-0.156991878	0.264278275	0.227268742	0.080369377	0.405170645	0.390990684	0.332577559	0.359724094	0.376976288	0.583084631
D15085	PFAM Xylose isomerase domain protein TIM barrel	-0.083488465	-0.021496845	-0.114521101	-0.234925553	-0.156991878	0.264278275	0.227268742	0.080369377	0.405170645	0.390990684	0.332577559	0.359724094	0.376976288	0.583084631
D14540	PFAM ParB domain protein nuclease	-0.083488465	-0.021496845	-0.114521101	-0.234925553	-0.156991878	0.264278275	0.227268742	0.080369377	0.405170645	0.390990684	0.332577559	0.359724094	0.376976288	0.583084631
D14300	PFAM Integrase catalytic region	-0.083488465	-0.021496845	-0.114521101	-0.234925553	-0.156991878	0.264278275	0.227268742	0.080369377	0.405170645	0.390990684	0.332577559	0.359724094	0.376976288	0.583084631
D11655	metal-dependent phosphoesterases (PHP family)	-0.083488465	-0.021496845	-0.114521101	-0.234925553	-0.156991878	0.264278275	0.227268742	0.080369377	0.405170645	0.390990684	0.332577559	0.359724094	0.376976288	0.583084631
D11114	lipolytic protein G-D-S-L family	-0.083488465	-0.021496845	-0.114521101	-0.234925553	-0.156991878	0.264278275	0.227268742	0.080369377	0.405170645	0.390990684	0.332577559	0.359724094	0.376976288	0.583084631
D5274	COG0834 ABC-type amino acid transport signal transduction systems periplasmic component domain	-0.083488465	-0.021496845	-0.114521101	-0.234925553	-0.156991878	0.264278275	0.227268742	0.080369377	0.405170645	0.390990684	0.332577559	0.359724094	0.376976288	0.583084631
D1188	alpha-glucosidase	-0.083488465	-0.021496845	-0.114521101	-0.234925553	-0.156991878	0.264278275	0.227268742	0.080369377	0.405170645	0.390990684	0.332577559	0.359724094	0.376976288	0.583084631
D1949	Bacterial alpha-L-rhamnosidase 6 hairpin glycosidase domain	-0.083488465	-0.021496845	-0.114521101	-0.234925553	-0.156991878	0.264278275	0.227268742	0.080369377	0.405170645	0.390990684	0.332577559	0.359724094	0.376976288	0.583084631
D5025	"COG0028 Thiamine pyrophosphate-requiring enzymes acetolactate synthase, pyruvate dehydrogenase (cytochrome), glyoxylate carboligase, phosphonopyruvate decarboxylase"	-0.078202261	-0.100361775	-0.114521101	-0.229741556	-0.156991878	-0.054005448	0.210397653	0.121249303	0.190702543	0.416367483	0.340092762	0.344159109	-0.04114882	0.605035233
D13217	"Part of a heterotetrameric complex that catalyzes the two-step biosynthesis of anthranilate, an intermediate in the biosynthesis of L-tryptophan. In the first step, the glutamine- binding beta subunit (TrpG) of anthranilate synthase (AS) provides the glutamine amidotransferase activity which generates ammonia as a substrate that, along with chorismate, is used in the second step, catalyzed by the large alpha subunit of AS (TrpE) to produce anthranilate. In the absence of TrpG, TrpE can synthesize anthranilate directly from chorismate and high concentrations of ammonia"	-0.17026193	-0.146140153	-0.164633719	-0.325481968	-0.264831786	0.143879589	0.24709167	0.15211803	0.430525029	0.398398784	0.319782034	0.334574107	0.231849009	0.609578623
D14363	PFAM Major Facilitator Superfamily	-0.17026193	-0.146140153	-0.164633719	-0.325481968	-0.264831786	0.143879589	0.24709167	0.15211803	0.430525029	0.398398784	0.319782034	0.334574107	0.231849009	0.609578623
D480	ABC transporter (Permease)	-0.167246309	-0.147939756	-0.164633719	-0.326310016	-0.264831786	0.136616737	0.251069775	0.154116953	0.41362721	0.410559212	0.329728331	0.343453462	0.222307897	0.625606984
D3652	Catalyzes the NADPH-dependent reduction of N-acetyl-5- glutamyl phosphate to yield N-acetyl-L-glutamate 5-semialdehyde	-0.167246309	-0.142416837	-0.164633719	-0.326310016	-0.263504913	0.15114244	0.251711405	0.151451723	0.429786327	0.409208053	0.329556843	0.344874159	0.24139012	0.624354768
D17735	Relaxase/Mobilisation nuclease domain	-0.166281311	-0.146264264	-0.164633719	-0.327256357	-0.266158659	0.15114244	0.254149598	0.153583907	0.411041752	0.415384779	0.334101272	0.348070727	0.24139012	0.632619392
D13077	Oxidoreductase	-0.108019524	-0.14998758	-0.164633719	-0.329799647	-0.220441853	0.143879589	0.176448219	0.058435179	0.222718793	0.398784829	0.319439058	0.33315341	0.231849009	0.610079509
D794	ACT domain	-0.164537285	-0.189103303	-0.18559278	-0.361704108	-0.264293114	0.11552795	0.167982444	0.084787938	0.353999738	0.337273561	0.261831973	0.276990115	0.200057208	0.535403727
D22508	Zinc-binding dehydrogenase	-0.167365695	-0.195819016	-0.18559278	-0.361064018	-0.266686383	0.102428007	0.163584695	0.086951202	0.344506449	0.328221574	0.253016602	0.266740119	0.182847986	0.522755505
D13742	PFAM Aldose 1-epimerase	-0.154792304	-0.090470687	-0.141410249	-0.275758787	-0.21626716	0.199483567	0.201122296	0.110724322	0.513416274	0.297214474	0.242844573	0.267345486	0.298852668	0.466226511
D15293	Phage late control gene D protein (GPD)	-0.157831511	-0.094592682	-0.141410249	-0.27440404	-0.21626716	0.182847986	0.195243676	0.11164003	0.515954275	0.285277262	0.232042752	0.255956101	0.276998725	0.449590929
D1953	Bacterial capsule synthesis protein PGA_cap	-0.157831511	-0.094592682	-0.141410249	-0.27440404	-0.21626716	0.182847986	0.195243676	0.11164003	0.515954275	0.285277262	0.232042752	0.255956101	0.276998725	0.449590929
D7370	Domain of unknown function (DUF4134)	-0.157831511	-0.094592682	-0.141410249	-0.27440404	-0.21626716	0.182847986	0.195243676	0.11164003	0.515954275	0.285277262	0.232042752	0.255956101	0.276998725	0.449590929
D5064	COG0235 Ribulose-5-phosphate 4-epimerase and related epimerases and aldolases	-0.158245948	-0.09473482	-0.141410249	-0.274810464	-0.217786763	0.191165776	0.195831538	0.111487412	0.514262274	0.284835143	0.231649958	0.255549337	0.287925697	0.449304109
D5263	COG0784 FOG CheY-like receiver	-0.158245948	-0.09473482	-0.141410249	-0.274810464	-0.217786763	0.191165776	0.195831538	0.111487412	0.514262274	0.284835143	0.231649958	0.255549337	0.287925697	0.449304109
D7106	DNA-binding transcription factor activity	-0.159405696	-0.204937518	-0.164633719	-0.322465508	-0.259584607	0.15114244	0.114081794	0.064831732	0.222718793	0.22728419	0.165142833	0.171726731	0.24139012	0.380172699
D17243	"PTS system, Lactose/Cellobiose specific IIB subunit"	-0.160611944	-0.208536724	-0.164633719	-0.321755753	-0.259584607	0.136616737	0.111130296	0.066164347	0.218932942	0.222651646	0.160598404	0.166399118	0.222307897	0.373410734
D15634	Phospholipase/Carboxylesterase	-0.166396547	-0.162889877	-0.141410249	-0.282803472	-0.263374858	0.182847986	0.199799607	0.140026969	0.289755014	0.292130105	0.225954453	0.230736747	0.276998725	0.458482361
D15667	phosphoprotein phosphatase activity	-0.166396547	-0.162889877	-0.141410249	-0.282803472	-0.263374858	0.182847986	0.199799607	0.140026969	0.289755014	0.292130105	0.225954453	0.230736747	0.276998725	0.458482361
D5618	COG2610 H gluconate symporter and related permeases	-0.165015089	-0.158767882	-0.141410249	-0.283616321	-0.263374858	0.199483567	0.203179814	0.138500789	0.294090764	0.297435533	0.231158966	0.236838203	0.298852668	0.466226511
D14433	PFAM MscS Mechanosensitive ion channel	-0.163219195	-0.16082888	-0.141410249	-0.284022745	-0.263374858	0.191165776	0.205237331	0.140179587	0.281612263	0.304730496	0.23695267	0.241719369	0.287925697	0.475691583
D21311	Transporter associated domain	-0.153548993	-0.162889877	-0.141410249	-0.291202905	-0.263374858	0.182847986	0.126904715	0.220456628	0.522510775	0.278424418	0.207689556	0.237041585	0.638317246	0.476265224
D21214	Transglycosylase associated protein	-0.153548993	-0.162889877	-0.141410249	-0.291202905	-0.263374858	0.182847986	0.126904715	0.220456628	0.522510775	0.278424418	0.207689556	0.237041585	0.638317246	0.476265224
D19929	Threonine aldolase	-0.153548993	-0.162889877	-0.141410249	-0.291202905	-0.263374858	0.182847986	0.126904715	0.220456628	0.522510775	0.278424418	0.207689556	0.237041585	0.638317246	0.476265224
D19843	Thiazole biosynthesis protein ThiG	-0.153548993	-0.162889877	-0.141410249	-0.291202905	-0.263374858	0.182847986	0.126904715	0.220456628	0.522510775	0.278424418	0.207689556	0.237041585	0.638317246	0.476265224
D18749	Short-chain dehydrogenase reductase SDR	-0.153548993	-0.162889877	-0.141410249	-0.291202905	-0.263374858	0.182847986	0.126904715	0.220456628	0.522510775	0.278424418	0.207689556	0.237041585	0.638317246	0.476265224
D17177	PspC domain	-0.153548993	-0.162889877	-0.141410249	-0.291202905	-0.263374858	0.182847986	0.126904715	0.220456628	0.522510775	0.278424418	0.207689556	0.237041585	0.638317246	0.476265224
D17162	"Psort location OuterMembrane, score 9.49"	-0.153548993	-0.162889877	-0.141410249	-0.291202905	-0.263374858	0.182847986	0.126904715	0.220456628	0.522510775	0.278424418	0.207689556	0.237041585	0.638317246	0.476265224
D16357	Protein of unknown function (DUF1016)	-0.153548993	-0.162889877	-0.141410249	-0.291202905	-0.263374858	0.182847986	0.126904715	0.220456628	0.522510775	0.278424418	0.207689556	0.237041585	0.638317246	0.476265224
D16090	Predicted Permease Membrane Region	-0.153548993	-0.162889877	-0.141410249	-0.291202905	-0.263374858	0.182847986	0.126904715	0.220456628	0.522510775	0.278424418	0.207689556	0.237041585	0.638317246	0.476265224
D15705	Phosphoribosylformylglycinamidine synthase involved in the purines biosynthetic pathway. Catalyzes the ATP-dependent conversion of formylglycinamide ribonucleotide (FGAR) and glutamine to yield formylglycinamidine ribonucleotide (FGAM) and glutamate	-0.153548993	-0.162889877	-0.141410249	-0.291202905	-0.263374858	0.182847986	0.126904715	0.220456628	0.522510775	0.278424418	0.207689556	0.237041585	0.638317246	0.476265224
D15601	Phosphoglycolate phosphatase	-0.153548993	-0.162889877	-0.141410249	-0.291202905	-0.263374858	0.182847986	0.126904715	0.220456628	0.522510775	0.278424418	0.207689556	0.237041585	0.638317246	0.476265224
D15065	PFAM Uroporphyrin-III C tetrapyrrole (Corrin Porphyrin) methyltransferase	-0.153548993	-0.162889877	-0.141410249	-0.291202905	-0.263374858	0.182847986	0.126904715	0.220456628	0.522510775	0.278424418	0.207689556	0.237041585	0.638317246	0.476265224
D14665	PFAM Phosphomethylpyrimidine kinase	-0.153548993	-0.162889877	-0.141410249	-0.291202905	-0.263374858	0.182847986	0.126904715	0.220456628	0.522510775	0.278424418	0.207689556	0.237041585	0.638317246	0.476265224
D13760	PFAM amino acid permease-associated region	-0.153548993	-0.162889877	-0.141410249	-0.291202905	-0.263374858	0.182847986	0.126904715	0.220456628	0.522510775	0.278424418	0.207689556	0.237041585	0.638317246	0.476265224
D13334	PcfJ-like protein	-0.153548993	-0.162889877	-0.141410249	-0.291202905	-0.263374858	0.182847986	0.126904715	0.220456628	0.522510775	0.278424418	0.207689556	0.237041585	0.638317246	0.476265224
D12723	"NQR complex catalyzes the reduction of ubiquinone-1 to ubiquinol by two successive reactions, coupled with the transport of Na( ) ions from the cytoplasm to the periplasm. NqrA to NqrE are probably involved in the second step, the conversion of ubisemiquinone to ubiquinol"	-0.153548993	-0.162889877	-0.141410249	-0.291202905	-0.263374858	0.182847986	0.126904715	0.220456628	0.522510775	0.278424418	0.207689556	0.237041585	0.638317246	0.476265224
D12384	NADH dehydrogenase	-0.153548993	-0.162889877	-0.141410249	-0.291202905	-0.263374858	0.182847986	0.126904715	0.220456628	0.522510775	0.278424418	0.207689556	0.237041585	0.638317246	0.476265224
D11742	Methyladenine glycosylase	-0.153548993	-0.162889877	-0.141410249	-0.291202905	-0.263374858	0.182847986	0.126904715	0.220456628	0.522510775	0.278424418	0.207689556	0.237041585	0.638317246	0.476265224
D10552	"Involved in 1,2-propanediol (1,2-PD) degradation by catalyzing the conversion of propanoyl-CoA to propanoyl-phosphate"	-0.153548993	-0.162889877	-0.141410249	-0.291202905	-0.263374858	0.182847986	0.126904715	0.220456628	0.522510775	0.278424418	0.207689556	0.237041585	0.638317246	0.476265224
D9485	"Glycosyltransferase, group 2 family protein"	-0.153548993	-0.162889877	-0.141410249	-0.291202905	-0.263374858	0.182847986	0.126904715	0.220456628	0.522510775	0.278424418	0.207689556	0.237041585	0.638317246	0.476265224
D8820	Fumarate reductase succinate dehydrogenase flavoprotein	-0.153548993	-0.162889877	-0.141410249	-0.291202905	-0.263374858	0.182847986	0.126904715	0.220456628	0.522510775	0.278424418	0.207689556	0.237041585	0.638317246	0.476265224
D6357	Cytidylyltransferase	-0.153548993	-0.162889877	-0.141410249	-0.291202905	-0.263374858	0.182847986	0.126904715	0.220456628	0.522510775	0.278424418	0.207689556	0.237041585	0.638317246	0.476265224
D5596	COG2244 Membrane protein involved in the export of O-antigen and teichoic acid	-0.153548993	-0.162889877	-0.141410249	-0.291202905	-0.263374858	0.182847986	0.126904715	0.220456628	0.522510775	0.278424418	0.207689556	0.237041585	0.638317246	0.476265224
D5539	COG1995 Pyridoxal phosphate biosynthesis protein	-0.153548993	-0.162889877	-0.141410249	-0.291202905	-0.263374858	0.182847986	0.126904715	0.220456628	0.522510775	0.278424418	0.207689556	0.237041585	0.638317246	0.476265224
D5118	COG0419 ATPase involved in DNA repair	-0.153548993	-0.162889877	-0.141410249	-0.291202905	-0.263374858	0.182847986	0.126904715	0.220456628	0.522510775	0.278424418	0.207689556	0.237041585	0.638317246	0.476265224
D3742	"Catalyzes the reversible reaction in which hydroxymethyl group from 5,10-methylenetetrahydrofolate is transferred onto alpha-ketoisovalerate to form ketopantoate"	-0.153548993	-0.162889877	-0.141410249	-0.291202905	-0.263374858	0.182847986	0.126904715	0.220456628	0.522510775	0.278424418	0.207689556	0.237041585	0.638317246	0.476265224
D3691	"Catalyzes the rearrangement of 1-deoxy-D-xylulose 5- phosphate (DXP) to produce the thiazole phosphate moiety of thiamine. Sulfur is provided by the thiocarboxylate moiety of the carrier protein ThiS. In vitro, sulfur can be provided by H(2)S"	-0.153548993	-0.162889877	-0.141410249	-0.291202905	-0.263374858	0.182847986	0.126904715	0.220456628	0.522510775	0.278424418	0.207689556	0.237041585	0.638317246	0.476265224
D3619	Catalyzes the isomerization of sedoheptulose 7-phosphate in D-glycero-D-manno-heptose 7-phosphate	-0.153548993	-0.162889877	-0.141410249	-0.291202905	-0.263374858	0.182847986	0.126904715	0.220456628	0.522510775	0.278424418	0.207689556	0.237041585	0.638317246	0.476265224
D3428	"Catalyzes the complex heterocyclic radical-mediated conversion of 6-carboxy-5,6,7,8-tetrahydropterin (CPH4) to 7- carboxy-7-deazaguanine (CDG), a step common to the biosynthetic pathways of all 7-deazapurine-containing compounds"	-0.153548993	-0.162889877	-0.141410249	-0.291202905	-0.263374858	0.182847986	0.126904715	0.220456628	0.522510775	0.278424418	0.207689556	0.237041585	0.638317246	0.476265224
D2999	BMC	-0.153548993	-0.162889877	-0.141410249	-0.291202905	-0.263374858	0.182847986	0.126904715	0.220456628	0.522510775	0.278424418	0.207689556	0.237041585	0.638317246	0.476265224
D2646	Belongs to the TRAFAC class translation factor GTPase superfamily. Classic translation factor GTPase family. CysN NodQ subfamily	-0.153548993	-0.162889877	-0.141410249	-0.291202905	-0.263374858	0.182847986	0.126904715	0.220456628	0.522510775	0.278424418	0.207689556	0.237041585	0.638317246	0.476265224
D2287	Belongs to the DegT DnrJ EryC1 family	-0.153548993	-0.162889877	-0.141410249	-0.291202905	-0.263374858	0.182847986	0.126904715	0.220456628	0.522510775	0.278424418	0.207689556	0.237041585	0.638317246	0.476265224
D2027	"Bacterial regulatory protein, Fis family"	-0.153548993	-0.162889877	-0.141410249	-0.291202905	-0.263374858	0.182847986	0.126904715	0.220456628	0.522510775	0.278424418	0.207689556	0.237041585	0.638317246	0.476265224
D1615	"Asparagine synthase, glutamine-hydrolyzing"	-0.153548993	-0.162889877	-0.141410249	-0.291202905	-0.263374858	0.182847986	0.126904715	0.220456628	0.522510775	0.278424418	0.207689556	0.237041585	0.638317246	0.476265224
D1135	Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in organisms which lack glutaminyl-tRNA synthetase. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu-tRNA(Gln). The GatDE system is specific for glutamate and does not act on aspartate	-0.153548993	-0.162889877	-0.141410249	-0.291202905	-0.263374858	0.182847986	0.126904715	0.220456628	0.522510775	0.278424418	0.207689556	0.237041585	0.638317246	0.476265224
D1004	AhpC Tsa family	-0.153548993	-0.162889877	-0.141410249	-0.291202905	-0.263374858	0.182847986	0.126904715	0.220456628	0.522510775	0.278424418	0.207689556	0.237041585	0.638317246	0.476265224
D561	"ABC-type Fe3 -siderophore transport system, permease component"	-0.153548993	-0.162889877	-0.141410249	-0.291202905	-0.263374858	0.182847986	0.126904715	0.220456628	0.522510775	0.278424418	0.207689556	0.237041585	0.638317246	0.476265224
D945	Adenylate cyclase	-0.153548993	-0.162889877	-0.141410249	-0.291202905	-0.263374858	0.182847986	0.126904715	0.220456628	0.522510775	0.278424418	0.207689556	0.237041585	0.638317246	0.476265224
D21181	"transferase activity, transferring glycosyl groups"	-0.154101576	-0.16082888	-0.141410249	-0.29106743	-0.263374858	0.191165776	0.12969706	0.216793797	0.520607275	0.278203358	0.208082349	0.237244967	0.637588782	0.475117942
D19826	"Thiamine pyrophosphate enzyme, central domain"	-0.154101576	-0.16082888	-0.141410249	-0.29106743	-0.263374858	0.191165776	0.12969706	0.216793797	0.520607275	0.278203358	0.208082349	0.237244967	0.637588782	0.475117942
D16609	Protein of unknown function (DUF2813)	-0.154101576	-0.16082888	-0.141410249	-0.29106743	-0.263374858	0.191165776	0.12969706	0.216793797	0.520607275	0.278203358	0.208082349	0.237244967	0.637588782	0.475117942
D11103	"lipid kinase, YegS Rv2252 BmrU family"	-0.154101576	-0.16082888	-0.141410249	-0.29106743	-0.263374858	0.191165776	0.12969706	0.216793797	0.520607275	0.278203358	0.208082349	0.237244967	0.637588782	0.475117942
