		Acinetobacter baumannii	Streptococcus mutans	Lachnoanaerobaculum umeaense	Candidatus Methanomethylophilus alvus	Acinetobacter tandoii	Yarrowia lipolytica	Human betaherpesvirus 7	Fusobacterium nucleatum	Streptococcus constellatus	Gemella morbillorum	Zymoseptoria tritici	Thermothelomyces thermophilus	Methanobrevibacter_A smithii_A	Paracoccus pantotrophus
D19018	SNARE associated Golgi protein	0.009897144	0.745377933	0.579250583	0.130079627	0.158453616	0.427071302	0.29704029	0.14036453	0.504500355	0.58013429	0.774790476	0.620119674	0.959495784	0.548861631
D8618	Flavin containing amine oxidoreductase	0.009014681	0.390122438	0.213272596	0.254116374	0.060214726	0.580009226	0.652966348	0.19619747	0.309309444	0.934223759	0.55635312	0.57410602	0.703894169	0.966310548
D22344	xylanase chitin deacetylase	0.026677568	0.79260569	0.266077204	0.070802079	0.059760314	0.330218836	0.426784714	0.248407087	0.1501818	0.396235966	0.608026222	0.704882539	0.762063168	0.74374066
D9953	His Kinase A (phosphoacceptor) domain	0.020839918	0.382667414	0.040357156	0.003939808	0.22090109	0.042324874	0.126918874	0.469416267	0.983791118	0.52084684	0.579803983	0.307654115	0.094484446	0.275212711
D1897	"ATPase, P-type (transporting), HAD superfamily, subfamily IC"	0.003615049	0.610751451	0.084820171	0.023124815	0.064578858	0.049030678	0.166808206	0.520614887	0.567625138	0.99506506	0.314381052	0.578437913	0.154185167	0.647462244
D11075	Likely ribonuclease with RNase H fold.	0.022215949	0.635430404	0.07710634	0.009051252	0.235888639	0.146728472	0.22287163	0.609319169	0.600153624	0.962023304	0.62249045	0.320329551	0.317292534	0.514553025
D594	"ABC-type nitrate sulfonate bicarbonate transport system, permease component"	0.024189566	0.907502095	0.147454527	0.010423502	0.026955334	0.145724903	0.190631346	0.413578586	0.368242387	0.925091649	0.873463518	0.676178358	0.132606599	0.988181067
D13070	"Oxaloacetate decarboxylase, gamma chain"	0.012297384	0.558900079	0.235137671	0.018504677	0.042236912	0.117911091	0.102250754	0.72188404	0.503750155	0.741616159	0.972484184	0.46565414	0.384539915	0.947769388
D3518	Catalyzes the dephosphorylation of undecaprenyl diphosphate (UPP)	0.003476123	0.860673678	0.220159845	0.013813628	0.098944115	0.043101425	0.297914014	0.724613262	0.357586898	0.644012318	0.919682495	0.522352163	0.366683665	0.583405901
D6773	Dihydrouridine synthase (Dus)	0.002908805	0.944378566	0.138771856	0.014745965	0.128650278	0.071148879	0.330461336	0.880709808	0.531353253	0.598113961	0.699275098	0.460727085	0.520673824	0.652176332
D696	acetolactate synthase	0.003241648	0.562776574	0.164279542	0.138151474	0.073849168	0.108487502	0.425356949	0.994918273	0.540359106	0.865783502	0.769331024	0.37114356	0.615703436	0.967301833
D5254	"COG0737 5'-nucleotidase 2',3'-cyclic phosphodiesterase and related esterases"	0.007698978	0.663328047	0.124278835	0.062207946	0.121069952	0.064744948	0.208231331	0.801897339	0.818642144	0.907627277	0.44318332	0.194163729	0.451531501	0.871948721
D5405	COG1253 Hemolysins and related proteins containing CBS domains	0.006668841	0.351043307	0.330533194	0.13043163	0.133121596	0.062320733	0.377379868	0.552244687	0.867825092	0.852058507	0.947243612	0.769738376	0.385771736	0.809677527
D5314	"COG1053 Succinate dehydrogenase fumarate reductase, flavoprotein subunit"	0.023041981	0.342390693	0.132671772	0.150743815	0.092755974	0.087739618	0.48942373	0.836546903	0.739528588	0.808852397	0.943451017	0.894993316	0.407936619	0.766821145
D5711	"COG3639 ABC-type phosphate phosphonate transport system, permease component"	0.007635736	0.355988059	0.261570353	0.156994705	0.157438151	0.106256354	0.519691487	0.856222745	0.780864235	0.885566924	0.905945569	0.629970408	0.535450351	0.862020223
D5596	COG2244 Membrane protein involved in the export of O-antigen and teichoic acid	0.016295445	0.814076868	0.199002081	0.028661231	0.147901903	0.040101605	0.208231331	0.983474797	0.961172709	0.867779671	0.72261356	0.58465216	0.389493354	0.935131962
D617	"ABC-type sugar transport system, permease component"	0.003309781	0.638405765	0.235093819	0.011792043	0.125564986	0.167985686	0.350353705	0.7548321	0.668407149	0.96734021	0.879094364	0.713483362	0.34744332	0.533908296
D20276	"TIGRFAM polar amino acid ABC transporter, inner membrane subunit"	0.011416468	0.393284149	0.15462596	0.051358175	0.099940139	0.217479033	0.339793837	0.995976956	0.600871473	0.988470163	0.769977795	0.870500096	0.578317926	0.65156883
D8850	Fungal trichothecene efflux pump (TRI12)	0.002130796	0.971932247	0.347486781	0.138361728	0.268254218	0.263932351	0.677284167	0.715639781	0.983955345	0.539440141	0.789385892	0.676670532	0.702904124	0.759633168
D9599	GTPase of	0.009322443	0.714892465	0.261669466	0.087861503	0.44348404	0.215743685	0.495479963	0.711261102	0.998889311	0.608182512	0.833751031	0.583691174	0.974469948	0.74095759
D5123	COG0436 Aspartate tyrosine aromatic aminotransferase	0.001856157	0.426696004	0.286998091	0.052963087	0.216084703	0.32196908	0.391349969	0.956482571	0.791738906	0.706899914	0.954896692	0.826022492	0.681874877	0.640378709
D8820	Fumarate reductase succinate dehydrogenase flavoprotein	0.013348347	0.550474711	0.263890345	0.077813235	0.237346792	0.086598614	0.381139414	0.598108074	0.590893977	0.626732174	0.915520636	0.549725819	0.406824449	0.486320706
D15293	Phage late control gene D protein (GPD)	0.019184653	0.699750043	0.306470737	0.130128421	0.187334081	0.088537252	0.478312989	0.874399001	0.881912078	0.873686046	0.810375466	0.513934112	0.992117825	0.412776766
D15688	Phosphoribosylaminoimidazole carboxylase	0.02092075	0.780700196	0.612021935	0.169732052	0.177352017	0.162522963	0.987571176	0.381906226	0.355588166	0.55982804	0.590961956	0.354768047	0.535829969	0.539238991
D9117	Glutamine amidotransferases class-II	0.008110486	0.914202564	0.252653916	0.037096108	0.124766544	0.425694528	0.655635764	0.300085769	0.552317515	0.846407273	0.92774949	0.378239526	0.424745964	0.958126867
D5778	"COG4608 ABC-type oligopeptide transport system, ATPase component"	0.025745469	0.617321441	0.570296828	0.178522042	0.286818995	0.230698615	0.655635764	0.408043328	0.452392537	0.920423102	0.925701905	0.610423548	0.534137521	0.960822029
D9176	Glycerate kinase family	0.026477489	0.87918949	0.57087383	0.149298436	0.174712089	0.149951783	0.664683846	0.287076396	0.69851764	0.77881037	0.600193036	0.377916803	0.845065702	0.752825939
D1671	associated with various cellular activities	0.006615117	0.937468789	0.270056671	0.022105946	0.107396527	0.02157013	0.898988456	0.42897468	0.862238711	0.308202245	0.388777117	0.394012384	0.439826072	0.893591146
D5179	"COG0553 Superfamily II DNA RNA helicases, SNF2 family"	0.009359737	0.728777647	0.150181349	0.011685152	0.230243477	0.095711796	0.896382573	0.529218585	0.686510235	0.964045439	0.3370359	0.509031931	0.514832543	0.933860703
D19364	"Structure-specific nuclease with 5'-flap endonuclease and 5'-3' exonuclease activities involved in DNA replication and repair. During DNA replication, cleaves the 5'-overhanging flap structure that is generated by displacement synthesis when DNA polymerase encounters the 5'-end of a downstream Okazaki fragment. Binds the unpaired 3'-DNA end and kinks the DNA to facilitate 5' cleavage specificity. Cleaves one nucleotide into the double- stranded DNA from the junction in flap DNA, leaving a nick for ligation. Also involved in the base excision repair (BER) pathway. Acts as a genome stabilization factor that prevents flaps from equilibrating into"	0.002036796	0.651276725	0.512328805	0.145361778	0.19263069	0.008475087	0.921729421	0.314652795	0.841664242	0.650008493	0.938572219	0.27135205	0.248697522	0.836231265
D11262	LysR substrate binding domain	0.02304986	0.432215746	0.414463332	0.034559707	0.163477154	0.100621639	0.99210743	0.528189955	0.532736239	0.867378666	0.612833959	0.981037975	0.472940324	0.728154109
D13742	PFAM Aldose 1-epimerase	0.012556363	0.591069997	0.555108238	0.10091053	0.134054557	0.129083998	0.900116575	0.435629544	0.734479236	0.89252793	0.878273879	0.371784333	0.368537181	0.669377089
D2258	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family	2.41E-05	0.800844532	0.266119533	0.199289957	0.08768517	0.152624554	0.21731017	0.485080526	0.327908272	0.567214376	0.993953632	0.43102866	0.916898289	0.83299742
D17445	pyridoxal phosphate binding	7.05E-05	0.559227844	0.23046543	0.430880178	0.05094207	0.174367685	0.176784574	0.428798584	0.734214016	0.933133725	0.909887679	0.595379281	0.806214725	0.704312139
D3650	Catalyzes the NADPH-dependent reduction of ketopantoate into pantoic acid	2.88E-05	0.666409401	0.798188862	0.04771585	0.007487286	0.053122158	0.227733213	0.340325445	0.398356052	0.750455319	0.955990336	0.490395245	0.796111934	0.703991485
D3677	"Catalyzes the phosphorylation of ribose at O-5 in a reaction requiring ATP and magnesium. The resulting D-ribose-5- phosphate can then be used either for sythesis of nucleotides, histidine, and tryptophan, or as a component of the pentose phosphate pathway"	9.48E-06	0.43834242	0.311152667	0.031781557	0.036687949	0.192534716	0.23076756	0.500716494	0.765197707	0.791846216	0.629702865	0.263293297	0.752534781	0.654462048
D6255	"Cupin 2, conserved barrel domain protein"	0.003935915	0.549279069	0.818732544	0.106329547	0.127205034	0.129252242	0.140354761	0.573053382	0.557436453	0.739420268	0.664749229	0.40941559	0.824392805	0.863736342
D11209	LrgB-like family	0.005066998	0.519852708	0.626300668	0.069410533	0.10975868	0.384843469	0.086840288	0.357917695	0.480606365	0.763994359	0.756214518	0.452438282	0.953146024	0.618739714
D550	"ABC-type dipeptide oligopeptide nickel transport systems, permease components"	0.000297306	0.582499187	0.728336622	0.042093082	0.063791061	0.208263654	0.456388213	0.360729467	0.52269732	0.981958827	0.874735339	0.488917841	0.553749157	0.898103997
D910	Adenine deaminase C-terminal domain	0.000243397	0.548076152	0.653893019	0.02893333	0.023135335	0.289538534	0.140354761	0.370513583	0.687087089	0.923117677	0.923008956	0.44033031	0.529608922	0.972325658
D2449	Belongs to the metallo-dependent hydrolases superfamily. Adenine deaminase family	0.000952175	0.414554326	0.962039434	0.061400749	0.055100464	0.168547658	0.11998143	0.300947868	0.583500579	0.970310359	0.770032545	0.320848925	0.692324332	0.966478925
D11521	Mechanosensitive ion channel	0.000771523	0.620626767	0.216230213	0.041375684	0.00986586	0.373393114	0.051929502	0.505739715	0.331255187	0.807527855	0.917014226	0.57201625	0.955166752	0.544250578
D11826	MFS_1 like family	0.000905844	0.609403621	0.600592972	0.100496868	0.074691617	0.478549413	0.07347274	0.269151938	0.945124761	0.859224775	0.836614012	0.926779217	0.873797184	0.596709762
D12930	"Oligopeptide/dipeptide transporter, C-terminal region"	0.000846539	0.314180036	0.606519675	0.102857153	0.02294759	0.340849061	0.086840288	0.189732897	0.898786172	0.734034706	0.609010308	0.753724298	0.603002716	0.64081794
D359	"6-O-methylguanine DNA methyltransferase, DNA binding domain"	0.003638235	0.590500564	0.577351766	0.11048144	0.031419728	0.522738512	0.140354761	0.345535432	0.470748266	0.805204016	0.927192283	0.783610579	0.996035302	0.515245047
D15788	Pilus assembly protein	0.002509368	0.195964785	0.58179244	0.123939904	0.085961695	0.440749748	0.163751704	0.410301322	0.442516978	0.600738724	0.887540089	0.591110844	0.727449811	0.812932612
D2583	Belongs to the rhamnose isomerase family	0.000792327	0.580671782	0.928465463	0.031254553	0.041504602	0.049057173	0.102250754	0.918014383	0.975346521	0.503194159	0.793241448	0.089871048	0.487182973	0.728056669
D11062	LexA DNA binding domain	0.000155365	0.32850273	0.16429662	0.023781124	0.025511111	0.054912891	0.33730138	0.854497724	0.463602972	0.575209171	0.609575158	0.298463406	0.297961648	0.985104635
D888	Acyltransferase family	5.81E-05	0.432847328	0.353257977	0.018099394	0.02136304	0.012161528	0.389496891	0.935694452	0.941379661	0.554665568	0.839589219	0.319039852	0.403015825	0.819486252
D1070	Aldo/keto reductase family	0.000156439	0.595165441	0.492547476	0.034996589	0.066323594	0.010662259	0.539617746	0.659984401	0.954906136	0.749654497	0.563334211	0.374928146	0.548130498	0.599662347
D1939	B3/4 domain	0.000125579	0.209060575	0.164647726	0.053317121	0.000793453	0.078146347	0.195257576	0.921226162	0.762744413	0.574015217	0.515559613	0.956847729	0.87611203	0.639356981
D3794	"Catalyzes the transfer of an acyl group from acyl- phosphate (acyl-PO(4)) to glycerol-3-phosphate (G3P) to form lysophosphatidic acid (LPA). This enzyme utilizes acyl-phosphate as fatty acyl donor, but not acyl-CoA or acyl-ACP"	0.000419375	0.156645492	0.325621973	0.071297328	0.004392353	0.085893184	0.140354761	0.911483962	0.618300173	0.481949606	0.621574959	0.50065802	0.614145651	0.632146893
D3451	Catalyzes the conversion of 4-hydroxy- tetrahydrodipicolinate (HTPA) to tetrahydrodipicolinate	0.000236124	0.317329164	0.124192033	0.079661425	0.009515546	0.166418927	0.475621419	0.649992038	0.846985111	0.533698846	0.69066075	0.507134863	0.867244393	0.965940214
D11871	mismatched DNA binding	6.74E-05	0.349426119	0.247235698	0.08249765	0.014051247	0.125063864	0.315643804	0.846924367	0.671704832	0.540856927	0.641879579	0.577461793	0.880774697	0.986493637
D15452	phosphatase activity	6.20E-06	0.446529793	0.553701397	0.171524142	0.005007488	0.273774101	0.531390258	0.291944969	0.961168014	0.711838738	0.92823983	0.602660494	0.944635425	0.888265034
D3652	Catalyzes the NADPH-dependent reduction of N-acetyl-5- glutamyl phosphate to yield N-acetyl-L-glutamate 5-semialdehyde	0.000168836	0.33587685	0.365586801	0.08315398	0.003323017	0.184412047	0.275232269	0.648151379	0.716127255	0.605672436	0.740594637	0.806707679	0.792743898	0.74943435
D10333	"IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisH subunit provides the glutamine amidotransferase activity that produces the ammonia necessary to HisF for the synthesis of IGP and AICAR"	1.20E-05	0.449618411	0.292280825	0.030844898	0.005477641	0.150827315	0.29522181	0.430447472	0.96200001	0.743694116	0.935572918	0.695217156	0.531394786	0.931607746
D2263	Belongs to the ClpA ClpB family	0.001199067	0.641186163	0.432493213	0.111703183	0.004306525	0.095542779	0.942304241	0.23646248	0.83995463	0.977674419	0.723546905	0.537228847	0.785410907	0.849876546
D19732	that it carries out the mismatch recognition step. This protein has a weak ATPase activity	0.000551253	0.740737198	0.344429428	0.03692609	0.003382484	0.059777092	0.811903117	0.467004343	0.839222662	0.921131285	0.572913161	0.421967508	0.608698967	0.705883595
D2830	Beta-lactamase	0.006910793	0.888448831	0.876780722	0.281886299	0.074920841	0.262852021	0.994126473	0.332148011	0.93981554	0.98505426	0.694116833	0.221217145	0.769862741	0.527292141
D2766	Belongs to the UPF0758 family	0.013817177	0.404415929	0.543370144	0.100551517	0.018610336	0.188977534	0.356088918	0.340652314	0.845986553	0.879523334	0.897467307	0.393207281	0.830052912	0.366861455
D16011	Ppx GppA phosphatase	0.014986296	0.419570917	0.400861232	0.095196929	0.004310899	0.494741735	0.959276682	0.943302128	0.948904026	0.632115582	0.789722421	0.562940317	0.934953136	0.470459051
D1352	AMP-binding enzyme	0.000832683	0.782250145	0.16150996	0.023643235	0.02149825	0.062559844	0.428027259	0.937281346	0.820389984	0.828688535	0.352435691	0.589614923	0.943600069	0.393687381
D5305	COG1022 Long-chain acyl-CoA synthetases (AMP-forming)	0.002856674	0.788689305	0.129464289	0.049582495	0.047022523	0.050982189	0.499133635	0.842078879	0.55103999	0.697598217	0.598957466	0.920666435	0.919661135	0.286997154
D12824	NUDIX domain	0.004495035	0.27607432	0.109165051	0.074347843	0.009000718	0.129214796	0.176268378	0.631467425	0.952283255	0.713712061	0.764109618	0.389107103	0.867314835	0.482518274
D4273	CobB/CobQ-like glutamine amidotransferase domain	0.007311501	0.246799471	0.153076877	0.062680934	0.028039148	0.125772076	0.33980858	0.855683723	0.897830242	0.780386948	0.906539306	0.818110401	0.840905156	0.150660817
D15594	Phosphoglycerate mutase family	0.002884702	0.378364584	0.341709097	0.031269776	0.025549102	0.124531943	0.500126199	0.522095592	0.92902691	0.735845759	0.88707262	0.685859311	0.678191906	0.383098253
D960	adenylyl cyclase CyaB	0.019971934	0.181713501	0.431868168	0.360985596	0.058438946	0.164700163	0.257261833	0.682257126	0.792611361	0.479715613	0.468249156	0.688603145	0.808780376	0.838751948
D19112	Specifically methylates the guanine in position 1835 (m2G1835) of 23S rRNA	0.008866815	0.269276355	0.629516149	0.306377129	0.125587108	0.227897743	0.22156069	0.534790242	0.74779864	0.713124987	0.644610045	0.501568723	0.929438573	0.866415291
D20168	"TIGRFAM HAD-superfamily hydrolase, subfamily IA, variant 3"	0.008866815	0.269276355	0.629516149	0.306377129	0.125587108	0.227897743	0.22156069	0.534790242	0.74779864	0.713124987	0.644610045	0.501568723	0.929438573	0.866415291
D3657	Catalyzes the oxidation of erythronate-4-phosphate to 3- hydroxy-2-oxo-4-phosphonooxybutanoate	0.011499573	0.55088493	0.350763688	0.354088748	0.069948463	0.175395365	0.140354761	0.724144941	0.935264155	0.925221136	0.402641478	0.868345726	0.937792234	0.73926937
D13923	PFAM CoA-binding domain protein	0.068745307	0.326157923	0.587841406	0.441546499	0.112115506	0.456878186	0.22156069	0.588053096	0.840668118	0.698354766	0.308247183	0.516406287	0.913517886	0.801175319
D3404	"Catalyzes the ATP-dependent phosphorylation of thiamine- monophosphate (TMP) to form thiamine-pyrophosphate (TPP), the active form of vitamin B1"	0.003401966	0.481680739	0.307400354	0.180230014	0.034431586	0.086264078	0.163751704	0.397715734	0.564433636	0.959370764	0.601831372	0.548810561	0.940876124	0.991390481
D19566	Surface antigen	0.000994164	0.554152413	0.645125302	0.161859782	0.02207279	0.145327028	0.190631346	0.69138114	0.442503066	0.98673247	0.416441247	0.35701743	0.782904862	0.773126264
D15746	Phosphotransferase System	0.005150553	0.219011623	0.723955085	0.203572856	0.204806415	0.135264696	0.190631346	0.987602215	0.609233425	0.923313418	0.703701361	0.375693533	0.769258475	0.998925514
D21619	Type I restriction-modification system methyltransferase subunit	0.009458712	0.113850902	0.642541805	0.223205788	0.195151226	0.037262505	0.163751704	0.747640583	0.845434815	0.938418832	0.901809776	0.424586957	0.852880508	0.810932523
D3297	Carboxymuconolactone decarboxylase family	0.004585024	0.387726536	0.546934843	0.13138317	0.057562092	0.173928446	0.11998143	0.997752035	0.829142496	0.789794244	0.909976316	0.564197257	0.953407665	0.700762288
D17100	protoporphyrinogen oxidase	0.004386242	0.231089703	0.497781124	0.254820828	0.083801177	0.094792311	0.163751704	0.926508019	0.884863226	0.558806571	0.998072461	0.568449308	0.766635992	0.5452564
D100	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	0.005165735	0.450347146	0.466998794	0.16020181	0.081489543	0.217929162	0.22156069	0.726797229	0.877006223	0.794942559	0.749326283	0.555364568	0.573127683	0.813388137
D15367	Phage tail sheath C-terminal domain	0.000937102	0.403184113	0.454441561	0.123648786	0.058577474	0.15941559	0.257261833	0.651841353	0.96750077	0.739534965	0.590961956	0.687383809	0.844116733	0.845802735
D12309	Na( ) H( ) antiporter that extrudes sodium in exchange for external protons	0.00584984	0.360882195	0.141724793	0.144353437	0.16957137	0.270903503	0.519691487	0.345179987	0.771828399	0.785199413	0.94229519	0.911105133	0.926458592	0.442807139
D13257	Part of the ABC transporter FtsEX involved in cellular division	0.003860783	0.373717872	0.327672369	0.15137725	0.116022306	0.400062612	0.56435551	0.565102841	0.655777262	0.745879575	0.768716005	0.946163448	0.873878805	0.618505639
D5336	COG1108 ABC-type Mn2 Zn2 transport systems permease components	0.024385559	0.61140753	0.290653347	0.218090809	0.343794871	0.252282398	0.526225347	0.548186451	0.573603153	0.912375151	0.959979586	0.995374271	0.981577338	0.421692997
D10677	"Involved in the regulation of glutamine synthetase GlnA, a key enzyme in the process to assimilate ammonia. When cellular nitrogen levels are high, the C-terminal adenylyl transferase (AT) inactivates GlnA by covalent transfer of an adenylyl group from ATP to specific tyrosine residue of GlnA, thus reducing its activity. Conversely, when nitrogen levels are low, the N-terminal adenylyl removase (AR) activates GlnA by removing the adenylyl group by phosphorolysis, increasing its activity. The regulatory region of GlnE binds the signal transduction protein PII (GlnB) which indicates the nitrogen status of the cell"	0.007846516	0.62040437	0.613453078	0.224330175	0.272392504	0.249375339	0.721353968	0.84054735	0.522987816	0.962662578	0.814808776	0.652915647	0.751809154	0.669996423
D10177	Hydrogenase accessory protein HypB	0.072042834	0.306572287	0.33609826	0.303670161	0.157718175	0.253412219	0.903826702	0.929832366	0.921427429	0.440925885	0.760507096	0.907197765	0.831673041	0.843068654
D14003	PFAM D12 class N6 adenine-specific DNA methyltransferase	0.027562678	0.272141238	0.367297956	0.347126561	0.287014683	0.451827934	0.655635764	0.996610832	0.706588399	0.665146895	0.925701905	0.627227056	0.903221486	0.772679555
D16167	Probably plays a role in a hydrogenase nickel cofactor insertion step	0.036284743	0.382827306	0.525222245	0.28538304	0.270462299	0.293805702	0.759651337	0.761430746	0.83727639	0.641186014	0.92409203	0.6868035	0.992141952	0.854133861
D5078	COG0285 Folylpolyglutamate synthase	0.091327426	0.140170158	0.276893121	0.456672207	0.129273991	0.162073576	0.462083893	0.837510814	0.842188195	0.960254504	0.918040151	0.784406438	0.787962359	0.892776003
D5348	"COG1125 ABC-type proline glycine betaine transport systems, ATPase components"	0.084608784	0.251967691	0.158471698	0.27123714	0.163873053	0.174347518	0.56435551	0.587089913	0.984096445	0.435796433	0.981960231	0.911472167	0.302059042	0.752182826
D15570	phosphoglucomutase phosphomannomutase alpha beta alpha domain I	0.067799223	0.33861881	0.298294658	0.337991706	0.162027092	0.057581291	0.736096716	0.570399532	0.910651743	0.63340154	0.738280777	0.696390587	0.59462308	0.954895
D1860	ATPase associated with various cellular activities	0.031157934	0.311882635	0.203524108	0.057266642	0.122024697	0.117618334	0.591794786	0.857120024	0.84313943	0.679544846	0.63679543	0.716306387	0.514331393	0.631042175
D9980	Histidine kinase-like ATPases	0.057212968	0.043371584	0.124917734	0.02972553	0.05627149	0.135077383	0.237971066	0.715073437	0.718044156	0.474875638	0.490103989	0.976475639	0.489761836	0.804385982
D610	"ABC-type spermidine putrescine transport system, permease component II"	0.003254079	0.148557117	0.389461808	0.005785016	0.089717683	0.472030054	0.399123868	0.693004774	0.731261375	0.463610552	0.612617331	0.59740044	0.418919703	0.611597175
D22542	Zn-dependent hydrolases of the beta-lactamase fold	0.045116089	0.17585838	0.740055563	0.070695137	0.08230667	0.546870098	0.163751704	0.687919111	0.986917147	0.412393366	0.652676706	0.26271507	0.305111472	0.700597097
D14492	PFAM Nitroreductase	0.000903967	0.187930732	0.207052087	0.090314519	0.02099687	0.231876118	0.484362321	0.81681497	0.915796693	0.533793548	0.770261472	0.684135541	0.422340496	0.921012843
D9142	Glutaredoxin	0.001301	0.207851784	0.360749505	0.046732671	0.023284471	0.433095429	0.410303396	0.856983432	0.724857001	0.534205426	0.600527371	0.813828858	0.563805189	0.994605055
D14086	"PFAM extracellular solute-binding protein, family 5"	0.003033389	0.32186766	0.314662038	0.061305615	0.067469195	0.325202582	0.530090534	0.907618911	0.717045905	0.818989489	0.632551316	0.883027267	0.557562377	0.979187998
D7964	elongation factor P	0.019971934	0.664842281	0.30728158	0.099157795	0.016106014	0.156118418	0.984809511	0.713712915	0.854367608	0.998293035	0.442683293	0.975601468	0.838019435	0.637524101
D21181	"transferase activity, transferring glycosyl groups"	0.005572145	0.455154298	0.342646741	0.011168677	0.001118609	0.262336394	0.570924754	0.581284941	0.832281002	0.872790468	0.493560166	0.748165158	0.641513293	0.760549535
D9605	GTPase that plays an essential role in the late steps of ribosome biogenesis	0.000785739	0.209889521	0.191274274	0.075986416	0.014382503	0.310923948	0.156595657	0.918532162	0.585828043	0.414270488	0.522600698	0.76462526	0.669597491	0.558252628
D11331	Major facilitator Superfamily	0.002117373	0.085965522	0.272728394	0.228430926	0.023588618	0.473526482	0.102250754	0.858908897	0.659558115	0.291677104	0.784531685	0.957496476	0.748637155	0.591149322
D19771	"The phosphoenolpyruvate-dependent sugar phosphotransferase system (PTS), a major carbohydrate active - transport system, catalyzes the phosphorylation of incoming sugar substrates concomitant with their translocation across the cell membrane"	0.009399064	0.192831818	0.404974615	0.191936091	0.052522513	0.453965737	0.11998143	0.876842415	0.688384057	0.188067889	0.896707642	0.695806637	0.469308364	0.425450232
D19861	Thioesterase superfamily	0.000616109	0.158026294	0.116565458	0.099150875	0.016429954	0.183066839	0.254605373	0.410554092	0.968656505	0.527786581	0.901883523	0.365882792	0.889338721	0.716073836
D17747	Removes 5-oxoproline from various penultimate amino acid residues except L-proline	0.000658863	0.116444544	0.32697869	0.157182938	0.005706825	0.505574263	0.163751704	0.761721211	0.820313985	0.266821809	0.830231475	0.722183907	0.702000615	0.781577351
D15399	Phage-related minor tail protein	0.003778694	0.125256943	0.133398024	0.140432622	0.009728289	0.268807956	0.22156069	0.511233609	0.816796715	0.255922368	0.92439414	0.96020033	0.619859512	0.819167079
D19891	Thioredoxin-like domain	0.005832159	0.10208432	0.191943491	0.21616425	0.067188762	0.292111473	0.22156069	0.6743168	0.944954889	0.39816709	0.891275751	0.635829661	0.898953427	0.720872314
D19401	"Subunit R is required for both nuclease and ATPase activities, but not for modification"	0.004317011	0.115020076	0.201307872	0.152290623	0.037207393	0.201746833	0.086840288	0.89149374	0.692185296	0.827210504	0.704882595	0.500750236	0.910453954	0.802070461
D2919	Binds and transfers iron-sulfur (Fe-S) clusters to target apoproteins. Can hydrolyze ATP	0.005218121	0.176267806	0.057204076	0.056900092	0.037129761	0.447754413	0.264334074	0.846355772	0.825058076	0.554483102	0.817465403	0.926953798	0.780858897	0.587199673
D9761	heavy metal translocating P-type ATPase	0.001597838	0.172424665	0.078867836	0.067385605	0.060648612	0.247978223	0.163751704	0.362797857	0.988398117	0.655814051	0.990362524	0.977507236	0.540180783	0.739580105
D3021	Branched-chain amino acid ATP-binding cassette transporter	0.042911033	0.537580911	0.202800856	0.192092912	0.010796706	0.342202644	0.086840288	0.914405958	0.958993819	0.629684337	0.84109935	0.932758824	0.740127559	0.620434182
D18743	Short repeat of unknown function (DUF308)	0.011881219	0.411599182	0.091266901	0.158037668	0.013551869	0.568072318	0.07347274	0.43284606	0.650034879	0.728767065	0.899492064	0.968171373	0.910261396	0.590607922
D12832	NUDIX hydrolase	0.002548115	0.270738094	0.274328156	0.193257469	0.024141385	0.364961688	0.190631346	0.647859585	0.687517164	0.599760654	0.786313327	0.800084538	0.654138763	0.599253517
D19929	Threonine aldolase	0.011017679	0.346408276	0.275700417	0.13182489	0.012317286	0.350022409	0.140354761	0.870429474	0.708702432	0.56401664	0.849871295	0.835176905	0.48962111	0.689731883
D12742	nuclease activity	0.03791123	0.319453917	0.12033289	0.252026115	0.029964769	0.53860783	0.404233895	0.953717181	0.833851235	0.498544828	0.928735483	0.65052089	0.829452187	0.60736569
D15621	phospholipase Carboxylesterase	0.008622172	0.255308526	0.279452829	0.179339153	0.033952866	0.84926311	0.11998143	0.875065272	0.532897521	0.578293586	0.984965752	0.778582698	0.963078646	0.384287647
D3850	CBS domain containing protein	0.020648191	0.290329127	0.06295388	0.143986029	0.007700344	0.785658387	0.253729711	0.59694716	0.733150724	0.442426137	0.844563988	0.946446006	0.599800343	0.765159934
D15368	Phage tail sheath protein	0.0133179	0.380250163	0.071563127	0.09567619	0.012255654	0.618849828	0.140354761	0.619741616	0.868834417	0.54481286	0.912682805	0.825597881	0.975515809	0.846715262
D9451	Glycosyltransferase	0.11402497	0.301225827	0.054402948	0.271906179	0.041329779	0.311776972	0.086840288	0.496744081	0.750408407	0.849808008	0.833831865	0.870133643	0.734906056	0.693283137
D11508	MazG nucleotide pyrophosphohydrolase domain	0.01425619	0.442768004	0.098773902	0.207126192	0.013505969	0.261798681	0.11998143	0.405968476	0.743817495	0.85625209	0.761005757	0.565091388	0.997747917	0.915907962
D2913	Binding-protein-dependent transport system inner membrane component	0.002788946	0.987272235	0.125511448	0.000230949	0.010070069	0.133685368	0.909262359	0.144796878	0.556071201	0.96213986	0.254576449	0.973868684	0.082740462	0.915771253
