PG.MolecularWeight	PG.ProteinGroups	PG.Genes	PG.ProteinDescriptions	p_value	log2FC	Early_mean	Advance_mean	T2	T5	T6	T7	T8	T10	T11	T12	T14	T16	T21	T22	T26	T27	T28	T29	T32	T34	T35	T43	T47	T51	T55	T58	T60	T63	T64	T65	T69	T72	T73	T74	T75	T3	T4	T9	T13	T15	T23	T30	T33	T36	T37	T38	T39	T42	T44	T45	T46	T48	T50	T52	T53	T57	T59	T62	T66	T67	T68	T70	T71	T76
59978.01	Q9P2J9	PDP2	"[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 2, mitochondrial"	0.031139781	4.717680287	7.419979283	12.13765957	0.59128213	16.87337615	0.580114244	19.92766034	16.03112468	0.589605381	0.585112558	0.588222173	0.588566836	0.586666395	17.62836677	0.578723349	0.57910692	14.67831601	0.582260479	18.82997053	0.58570386	18.43095042	18.61311836	0.588784077	0.576990617	17.25245972	0.585228773	19.25626974	0.577920249	0.582638541	19.30940238	16.1773111	0.589469247	0.577039266	20.15456844	0.593864509	0.589122088	16.3836016	16.03963782	18.06254605	0.577299653	0.591307891	0.59038564	13.01329558	16.11904021	18.43487329	15.79836738	20.10381028	14.70392955	0.583330192	0.586503508	19.97427025	14.75593604	0.586728381	17.12229325	20.50978708	0.580552587	18.46750953	20.09526179	18.59182934	18.95591343	18.20443801	15.56454063	0.585662403	0.580105246	15.82937096
133547.1	Q9P2L0	WDR35	WD repeat-containing protein 35	0.011064927	3.841178359	1.859331281	5.700509641	0.587417338	0.577348897	0.587643356	0.591478604	14.96715184	0.59090175	0.576187828	0.587831686	0.58472188	0.59352336	0.576121103	0.585736724	0.582783111	0.576524319	0.584262363	14.78533103	0.589498597	0.58996846	0.591356282	0.583130735	0.586227195	0.575366574	14.05831136	0.59198693	0.586504009	0.590087447	0.578594287	0.577795593	0.584039519	0.575486593	0.591693883	0.583269011	0.589650625	15.136909	15.65123239	14.93921942	0.594408206	15.92381746	0.593536353	0.578071796	15.83113518	0.576852792	17.81215967	14.06191483	0.590694906	0.584231483	0.579528026	0.594149242	0.576256582	0.583556191	0.576398267	0.583860972	0.584176998	14.92039829	0.594065979	0.586409307	14.73422131	15.19888862	0.579484259	0.575564326	0.589623149	0.584014569
78864.25	Q9UBB6	NCDN	Neurochondrin	0.041882572	3.161483031	13.65151346	16.81299649	18.01546406	17.541958	17.97892792	18.08374404	17.59743939	0.58871756	20.15029534	17.22088354	18.87210361	0.579271595	16.84018033	17.74948228	16.91436542	18.9432753	18.06699065	16.95421113	0.59181988	18.25651508	16.34647897	18.31897495	17.38572669	19.37338971	17.66546821	0.590550988	0.590201614	20.1524252	16.43064715	17.45426264	0.590086318	16.50668772	16.97682333	0.588207859	0.584367667	17.44005782	17.4456883	18.43035046	16.32967099	17.92393295	17.95828915	16.93068862	17.93394012	18.50482008	17.28484782	17.71249803	18.1530035	17.38974935	19.76256635	18.32713691	19.2740788	16.87064908	14.94643425	17.84224444	16.1877263	17.31325216	0.576944532	16.72252135	16.07525912	14.68344957	17.11048602	15.32408342	18.7541262	18.36840255
42968.09	Q9UBI4	STOML1	Stomatin-like protein 1	0.0338755	4.491288049	5.994377902	10.48566595	0.586487854	17.03483657	0.583601045	16.96195171	16.55030668	0.592715154	0.593585031	0.58020352	0.585171743	0.592549079	17.35680133	16.13163249	0.579082866	0.577197016	0.587443299	17.58635065	0.586442261	0.590041652	17.7036679	0.580605216	16.60935022	18.71224675	16.8253644	0.586115411	0.577679537	0.579068831	13.49111104	0.576382917	0.577218747	0.576511761	0.592265779	0.581452107	0.589030214	17.52850085	0.583664841	17.2899796	0.591868757	0.579077299	17.84230795	17.54032578	0.585912734	16.29793261	16.60549048	16.49952318	17.28631014	0.585506752	18.6395549	17.96256192	17.82074001	0.578382512	17.78568224	0.576930715	16.93754462	17.50161029	18.59285745	0.580098274	17.08526124	0.589697148	0.581912411	17.85481085	0.589980168	0.59028685
54489.43	Q9UBM7	DHCR7	7-dehydrocholesterol reductase	0.018251221	2.941030812	17.37867726	20.31970807	18.93780797	18.59891813	19.13399867	18.10771451	20.23230059	0.58538095	21.21359345	19.51557316	0.581092363	19.46909214	18.60188638	19.51562922	19.07008277	18.856084	18.70778028	21.60908076	0.577631446	18.70682101	17.93477689	19.59334553	20.10887121	20.89861154	20.36467718	19.80912938	20.80959348	0.589349497	18.75537712	19.07969815	22.10969821	21.62387178	20.52609694	19.72226743	19.55051747	20.0506307	19.03915434	21.61399916	24.14548294	22.2727414	19.47603974	20.24088579	19.43265467	21.11430869	19.13325057	19.08897986	21.07125334	21.18346729	20.66602653	20.33342045	19.51474872	20.28384023	18.58807318	19.73244373	18.7363211	19.18021148	20.02880752	20.34938221	20.74440089	20.40682016	18.71257402	21.91674527	20.76433911	21.45053104
154910.76	Q9UBW7	ZMYM2	Zinc finger MYM-type protein 2	0.048417947	2.63555021	16.75915942	19.39470963	0.588672914	19.34736698	19.51744653	19.92312905	18.73159633	0.591521096	20.64826563	19.97971554	19.61574883	0.579923302	18.80752159	18.86443989	20.46993812	20.83653631	19.8723601	18.51378662	19.66817918	19.65284782	18.29291781	19.74457283	19.12599371	19.67089295	19.25823376	19.4193942	19.96767676	20.28069914	19.44221217	19.62554365	22.25593161	20.6439766	17.94326788	0.578129485	0.593822578	19.26202328	18.72720026	19.1073804	18.51204381	19.6790331	20.78698815	19.77746954	19.07368118	19.40137863	18.20090803	19.28016473	18.83783194	19.65027465	18.1015205	20.23271119	19.57742214	20.92332513	17.07734285	21.35528347	19.93258729	19.3367197	19.63758572	19.73568637	19.19458284	18.85815871	19.68489284	20.82744282	18.62990719	19.04503288
40146.58	Q9UGM6	WARS2	"Tryptophan--tRNA ligase, mitochondrial"	0.021820827	3.090938991	16.84131022	19.93224921	18.53359162	20.1083477	20.761507	20.99156146	20.73075744	0.585790338	0.580231485	19.86373295	19.22012484	19.55191967	20.46867835	19.53196738	20.38273431	20.0981595	19.06110169	19.27807195	0.587575362	19.81527315	20.32128625	19.8027462	19.69543434	18.74788411	19.74882722	19.50155247	18.12525044	22.07698778	18.71958727	20.20671735	0.594181871	20.39793336	19.68227754	0.581631672	17.40981328	20.91932145	20.5742639	19.58618409	19.37700236	17.82648855	20.06914324	19.86888198	20.29202457	20.56290688	19.32519605	19.85672319	19.0897949	20.68034192	20.51553334	19.53877056	20.54222198	20.17827277	19.66290292	20.02522812	19.57715599	20.34385313	19.96790705	19.76468535	21.01616847	20.40311113	20.90418183	19.64889821	18.43164603	19.48641721
24662.94;23819.88	Q9UGY1;V9GYY5	NOL12;	Nucleolar protein 12;Uncharacterized protein (Fragment)	0.013789638	6.121750721	7.150055316	13.27180604	0.576659993	0.588285291	21.97262682	20.84180061	16.87595544	0.578169999	0.57931404	0.592634489	0.591505251	0.576779861	0.591144122	0.583291559	23.39706066	0.577182997	0.577442523	19.36936651	0.593516997	0.583686107	0.576613868	0.589968074	0.581234864	0.592487083	19.12159201	0.586744664	20.61314411	0.584951631	19.88403932	18.69202544	0.584791958	23.23530505	19.08200542	0.594468305	0.586030367	0.581095368	20.52948072	18.79073736	19.66215614	23.99955398	0.577723318	18.89971223	19.04901877	19.44821564	18.29263337	18.45953105	0.587348207	0.576672058	0.589081374	0.589870657	0.58149285	0.584837891	21.41496969	21.27399062	19.04868326	20.07019647	20.67715475	18.40308928	19.35053485	19.60797026	18.40206431	23.66904118	0.582112678	0.583406737
33300.2	Q9UH92	MLX	Max-like protein X	0.044995073	3.943034464	10.52021861	14.46325307	0.58122011	16.54390373	21.05502023	15.66726804	19.10388614	0.587101967	0.587291956	14.82746017	0.589232618	0.583603479	0.580899399	19.0509191	20.07528279	15.80391914	0.576135343	16.33031021	0.587836336	16.45408714	15.33513271	14.51829729	16.61965077	0.583244733	17.89398905	14.86217194	0.59206804	0.578132379	16.08323681	20.25560723	0.58677343	16.6791563	17.12260306	0.576307495	15.29546502	19.67280104	0.590736817	18.17420034	0.582360077	17.80585249	0.581681683	16.12222309	20.67116947	16.87188936	19.37557628	18.90765326	15.15393744	15.58290263	17.58395559	15.86598911	0.588907715	0.593218496	13.08427574	15.23165231	17.66587532	18.19887199	16.10825022	15.74353716	16.97975461	18.26542905	19.26568028	20.06231843	15.35927811	18.74436105
42883.6	Q9UHR6	ZNHIT2	Zinc finger HIT domain-containing protein 2	0.029209259	4.446876839	12.3123889	16.75926574	18.87601054	21.2354751	17.06322044	17.60576581	17.64713845	0.583820867	0.585275867	22.54590845	0.580733548	0.590203302	16.31331666	17.66838047	17.63814653	22.64132613	22.69084587	19.36820403	17.06813125	16.90624747	19.06799196	0.589098831	16.60248559	0.593639196	18.160107	0.577242371	23.12534646	17.83569809	0.575945458	17.91602668	0.57690047	0.593289631	21.30487336	0.591738978	0.590298945	21.39617045	19.80128948	18.00261143	0.58807469	17.76787974	17.99709608	16.27835757	19.13881675	16.0452954	17.76391745	15.81311779	17.3121149	18.42915066	18.06819588	18.73833259	21.01585041	22.05405344	17.69820338	20.97070143	21.83461639	16.36258718	17.3321938	21.74801386	18.55973242	0.578387598	16.53639497	20.92379299	0.582881212	16.6808766
38176.27	Q9UIM3	FKBPL	FK506-binding protein-like	0.033475976	4.073613856	13.84386091	17.91747476	20.12850588	20.83469363	0.584431752	19.50049594	19.22903441	0.590046927	0.577829437	21.26842506	19.62520863	0.58206719	20.20102922	20.06192884	21.01182901	20.3086601	16.4014966	20.08727005	0.579567567	19.08871449	18.99475256	20.78621937	19.87496559	19.80988782	19.93945986	0.582288838	0.587228673	0.576145842	19.37326198	18.07028607	0.589989747	20.67848076	18.18265562	0.580650327	17.55990217	19.14388452	18.11358083	19.34918956	0.58677661	19.5195158	21.24524615	17.45779429	19.41930071	19.93412816	19.81781278	18.29325988	20.00694837	16.00269211	19.37627645	18.51592429	19.87372796	0.589901256	20.13999843	22.01357962	18.36288959	19.90570797	18.96423756	19.67149647	20.09272521	19.68424631	18.34033748	16.0550055	18.58746726	20.54311704
211067.05	Q9UIW2	PLXNA1	Plexin-A1	0.027166264	3.033691903	15.29543214	18.32912405	18.60264767	18.0478553	18.24849078	17.51239399	18.1143589	0.586024813	19.02903711	18.11653561	17.20812375	0.577007812	17.27761049	18.77087285	18.13961989	18.27525737	20.73477566	17.2174735	20.95927618	20.77558738	20.61277437	18.23202415	19.02868833	0.584092877	17.13958726	17.26180627	0.584438723	17.8538474	17.50367521	18.48617633	0.587386237	19.47645525	21.76174366	0.591233333	16.85238225	19.148372	17.25153355	17.83526786	19.05037629	16.88845435	18.88947528	18.54050386	19.42845308	18.19872499	18.1744957	19.09321025	19.14551116	21.21456918	19.06545459	16.43725527	18.28783269	18.03951801	18.99765414	18.08237387	17.43365331	18.85987389	17.38037466	17.5867097	17.73380822	17.97633757	17.44533595	16.93563277	18.76974565	19.65408946
33892.89	Q9UIY3	RWDD2A	RWD domain-containing protein 2A	0.034036118	3.889061398	2.99368599	6.882747388	0.589508001	0.580787171	0.59017712	0.590933607	0.579226858	0.58259806	0.588810496	0.579574887	0.582313036	0.57848276	0.582673739	17.81962617	0.578393109	0.584332732	0.58674024	0.59149897	0.5780891	15.09210351	15.6623109	17.44693751	0.581701341	0.582089523	0.588969176	0.590676126	0.583879015	0.58573677	0.582392238	16.42457587	0.581187306	0.58082563	0.585837004	0.582005065	0.576644628	16.3493521	0.580232572	16.82867276	0.589778275	0.592286173	0.585264084	0.587055466	17.09309594	0.592593305	16.41578496	0.588221582	14.75630486	0.588031573	0.578261938	0.575753656	18.84972035	0.588464731	0.592526276	0.58918425	18.74377237	18.67701342	0.575326366	0.583716875	17.46469643	0.584642594	16.05201872	0.593153891	0.579990597	17.82475815
70466.81	Q9UJ14	GGT7	Glutathione hydrolase 7	0.010604364	4.199792263	11.98301356	16.18280583	0.577232959	1.26931184	15.06741467	16.46893783	16.00626717	0.592877129	17.94194042	17.06867792	16.44966592	0.587846929	18.80670517	16.73521533	16.64552299	0.575354415	17.20793019	18.23616226	14.21876719	18.62115445	19.78292205	18.1211044	16.46997239	1.517666986	16.24434177	14.04993943	0.584404653	2.532020551	17.24242619	17.37665892	0.588649439	16.07401403	16.14650155	0.582372927	15.04946754	17.06198156	17.28931367	17.96723462	0.580743555	16.54912213	18.26713014	16.70359651	15.84340901	16.76954551	19.84391559	17.5123759	16.40962595	17.23846509	16.21776871	16.51043074	18.64671471	17.37940825	0.576103619	17.90809397	17.91057887	16.45303735	19.36496526	16.79956434	17.2708247	18.41331002	18.24902489	17.11991062	16.07761765	16.36755606
54604.5	Q9UJW2	TINAG	Tubulointerstitial nephritis antigen	0.002362715	4.524462622	0.583848273	5.108310895	0.591961206	0.576701851	0.579078433	0.586870082	0.590381186	0.580646859	0.575321313	0.58052279	0.582974746	0.576660475	0.578102066	0.579211083	0.584281008	0.592426393	0.584054576	0.576515211	0.588400065	0.582627289	0.584818231	0.58547128	0.584956218	0.576205395	0.586056725	0.591429883	0.587711318	0.580322721	0.585038904	0.583593713	0.590466307	0.584335774	0.590748486	0.577134467	0.591966952	0.577504628	0.57658344	0.592938931	0.579410037	0.592759785	0.590179454	0.585793797	0.576653469	0.589985562	20.95072452	0.591389212	20.78113886	19.90653842	0.591807766	18.99493241	0.578492424	0.576853933	0.581971016	0.590408166	0.585678034	17.39691686	0.582548147	0.58859707	20.21816026	0.589543186	0.577021561	0.58096244	0.581639029	17.03388354
54560.52	Q9UK99	FBXO3	F-box only protein 3	0.043530194	3.013225372	14.20265126	17.21587664	18.14665133	17.5235464	16.64203329	19.21193611	17.37259582	0.592365521	17.62007862	20.53550416	15.94879577	0.583647751	17.78755717	17.36455603	19.22719889	18.37189161	18.21354791	17.35046808	18.10417065	17.34886968	18.29253298	17.81657219	18.02040132	0.577180697	17.02965406	0.588794332	14.9445825	17.81749293	18.78194976	19.27305925	0.582699754	17.72582534	18.12904776	0.575403021	0.586881032	17.80012971	17.64167341	17.20886646	16.97465545	18.90838666	18.05705602	18.52333378	18.09505056	18.77578377	17.64199108	17.16528012	17.84716461	16.23556508	16.9175256	17.07050768	17.59458066	18.31036704	17.96852943	18.29015908	18.03603289	18.50266746	0.576733541	16.42712905	18.54582752	17.79372365	18.5648662	18.45484284	17.77453946	17.55745365
77486	Q9UKF6	CPSF3	Cleavage and polyadenylation specificity factor subunit 3	0.04105139	2.497292207	17.39072542	19.88801762	19.88233249	20.47942763	19.20675102	20.49956844	20.44769847	0.576017462	19.77482516	20.71434112	17.21735634	19.72818958	19.35621055	19.30817819	20.2869652	20.2153197	19.46737445	19.42824323	17.13780996	19.7032767	22.42946217	19.63186312	20.14307674	18.96541168	19.5933412	19.49450601	19.36166259	0.581231632	19.90905861	19.82093172	0.590913466	19.24916743	19.93660317	0.587297279	20.16952625	19.85174971	20.00380628	20.64472734	20.81083911	19.20700762	20.92833367	20.22180245	20.92789693	19.73962138	20.13828258	19.88830932	20.23135948	19.64459049	18.06808367	19.49884495	19.69855006	20.06749903	19.22723224	19.40451221	20.16266438	19.71746767	20.04885002	19.77911577	21.57534073	19.47657738	19.66424045	19.94224915	18.77437859	19.4085784
53327.44	Q9UKL0	RCOR1	REST corepressor 1	0.018202463	3.06217686	16.22957054	19.2917474	19.5673254	19.75668733	16.84799324	18.96888164	18.98047014	0.575789201	20.02100486	19.25396893	0.590334474	0.579071217	19.16505066	18.76357873	18.68489273	19.30001566	19.13266963	19.24334224	18.65138372	19.61277212	19.10439928	18.87029915	19.11679575	20.65000527	18.35107173	19.26377093	18.63772003	0.585685597	19.40526938	19.69157549	0.588031476	17.92630912	19.16490002	17.10623832	19.41852436	19.25977946	19.10777452	18.99292831	20.40224625	20.92311563	18.11771839	19.25605604	19.605639	18.48689233	19.17567685	18.9097122	18.6567093	18.5106472	18.89836096	20.03433822	18.93753052	19.26342266	18.26496368	19.19322665	19.57510144	20.46327815	20.2267679	19.12399917	19.01594618	18.77037959	19.51200088	20.07436461	20.26769554	18.43440298
48486.8	Q9UKS6	PACSIN3	Protein kinase C and casein kinase substrate in neurons protein 3	0.016471873	3.711588781	14.1486033	17.86019209	17.6025659	17.56269055	0.580175458	15.16906101	17.56641109	0.581859137	0.589343891	14.86409658	17.85487846	19.90780241	19.1752771	18.41981697	21.15166229	16.34499598	0.585311281	17.65479618	0.5854451	16.4716008	16.85047015	17.31145537	19.86253606	17.63749009	19.43812773	17.58775875	17.94896834	19.80426201	19.33466583	14.73476254	0.586211412	17.22671484	17.35022324	0.586612799	17.97585969	13.02526665	18.44042616	20.05016734	16.86438718	20.39049896	16.24978908	16.59211516	18.72998733	17.01924237	18.17584113	19.51059879	18.68693069	20.30829	19.00703976	20.69384147	19.15324276	21.39094825	18.6010723	15.86918688	17.12169634	18.90555686	19.20906301	17.54012875	20.01555729	18.35970319	16.90804769	0.588334112	20.69047601	19.84813493
72995.76	Q9UKV5	AMFR	E3 ubiquitin-protein ligase AMFR	0.043435197	3.774031491	11.73395504	15.50798653	18.71437466	17.55686805	18.55374482	18.29641061	17.67637593	0.579893319	0.590686754	17.55784661	0.588101962	14.25724683	17.64403273	15.29408825	16.23065113	20.40348175	0.577959222	18.16760925	0.578289813	17.28008188	17.66841077	16.63511041	14.82091166	0.583857461	17.47125534	0.591425482	13.94664057	0.581179979	0.587068409	17.84339876	0.589612959	18.08642183	17.80395904	18.87147129	0.59204884	18.3489029	17.99754346	17.30223422	18.13321106	17.31779266	0.592965326	17.52703738	17.92961501	16.24534191	18.75325613	18.07654048	17.59533808	17.35518331	20.1292978	17.26816717	1.569204491	20.45179543	15.45425636	15.45670283	18.39189399	18.56087552	19.36305915	18.45932167	16.07685571	17.47002379	18.17332396	1.754668673	0.575830003	17.40137095
118870.41	Q9ULJ3	ZBTB21	Zinc finger and BTB domain-containing protein 21	0.003147064	6.22387013	8.32708479	14.55095492	0.585262815	19.02076432	17.50190605	15.88288844	11.56718936	0.583483507	0.581002736	0.587449021	0.575944854	0.590721821	14.2289716	0.587321637	19.46703644	0.57995396	19.40457406	0.589529168	0.576986604	0.593360692	17.68692535	20.33652849	18.84385695	0.591300429	14.21801744	0.591856328	0.578672374	0.594478733	18.74731019	19.31066728	0.590270224	18.79779835	19.21930828	0.592758508	0.589702083	18.39083899	20.29749412	19.94757826	0.582952103	19.27851128	0.585867321	18.90551031	18.6041625	19.52373172	16.06301549	17.94944265	0.594473785	15.71677269	0.584466778	0.590256023	21.76834033	14.52967635	13.7618602	13.87425544	14.46058788	17.27568761	16.94141196	14.45756737	18.22065509	21.30626588	13.08534781	17.51369592	16.40609028	20.76117654
32992.2	Q9ULR0	ISY1	Pre-mRNA-splicing factor ISY1 homolog	0.005589161	4.537489357	16.34955743	20.88704679	17.15492331	20.95480902	21.28543792	21.30624864	23.12303805	21.91128683	0.583624486	18.89138666	18.65325139	0.580705966	21.60624073	19.44942337	20.51845362	21.07012127	19.88399813	22.23883198	0.58605877	20.00087856	20.42384595	18.85835271	20.37803298	20.76302652	20.41307703	22.38301973	0.587058102	0.582407713	20.04865333	22.93579137	0.581190088	21.08596334	21.31691953	0.59047088	18.78886726	21.91464645	21.5928302	22.53591737	21.3204896	21.72219706	20.74419288	21.25378445	22.80405734	21.38489123	20.28626868	21.30475864	21.68556132	18.93141041	19.91865109	19.55691598	19.24106901	21.78457315	19.55035365	19.1106563	20.51630587	20.68776769	19.91733301	18.89135078	23.63682052	20.79415138	23.02763421	21.71789362	18.49335304	21.39852191
71639.71	Q9ULX6	AKAP8L	A-kinase anchor protein 8-like	0.022123007	2.976297557	15.84449696	18.82079451	14.6950169	19.46774223	14.73891916	18.86715712	19.23005607	0.579688968	20.6481661	18.2245935	0.584471871	17.55589667	19.30292279	17.11219751	18.44758435	15.74932033	19.34945402	19.18082609	0.58896219	19.43058208	19.39671321	18.58939982	20.55768373	19.90800819	18.40697335	18.11783521	16.3879726	21.93202385	19.99008033	19.20443906	0.590294097	17.90202046	18.20437651	0.579238076	19.34778314	19.07850575	18.52784052	18.19290802	17.67183916	18.57464561	19.24195639	19.59710619	20.42383967	19.32422698	19.00205098	17.39746613	20.03747037	19.83747299	21.34046503	18.63032235	16.20648559	21.35220107	19.08954892	18.88232027	19.54726547	17.6528814	17.60979285	19.52316888	18.71240368	18.43381591	18.89773534	17.09849526	18.61140973	17.3074004
29426.39	Q9UMY1	NOL7	Nucleolar protein 7	0.018986343	3.374304436	16.00667722	19.38098166	20.48385169	19.68391009	20.82036149	19.25991089	18.87038438	0.582031636	0.578026489	19.56711356	22.42666568	19.84392785	19.1720177	19.12869796	20.21223884	20.06213048	19.92199108	18.04385151	0.590242152	20.08509555	19.53114536	19.90653108	19.28112309	19.55776576	18.18630077	19.90194167	16.21860226	0.592291976	19.84687845	19.41704241	0.587902268	18.93630428	19.1590817	0.583457621	17.18153067	18.87727646	18.60373013	18.9494561	17.16982945	22.28505292	20.50187095	20.18718033	18.67326755	18.07909915	18.77172007	18.54982203	17.8713849	19.1025848	18.63915796	19.75182005	19.76374232	19.21621536	19.72480942	19.40811565	18.82089345	19.26747209	20.32173271	19.71926201	19.59098193	18.18261925	19.43491476	21.58302456	19.33132127	21.67011053
101077.42	Q9UN70	PCDHGC3	Protocadherin gamma-C3	0.044919457	3.867001038	3.57933618	7.446337218	0.592120358	0.58602078	0.587663849	0.582472693	0.577249041	0.576389907	0.577403646	0.582237709	0.575629105	0.583425946	0.588395149	17.28518715	17.9948903	0.577934496	0.590603341	0.589179315	0.591181315	18.17635625	0.584232783	17.33886829	0.585198935	0.587796965	16.08469341	0.577919643	0.590887178	0.587364185	0.587245575	0.59273921	0.592379098	15.43107633	0.592469503	0.579141663	0.591740838	0.580386178	0.584961938	0.592826927	16.64040151	19.43119062	0.584890507	15.54487142	0.585984636	17.16464489	0.588910614	0.575906083	0.590187023	0.578819269	0.5915507	14.86011466	16.07856911	0.588127239	0.586753996	18.89893789	0.583967785	0.593907448	19.11725231	0.585960002	15.9866402	19.13592639	0.580716276	17.86738188	0.592838266	15.25115356
92234.96	Q9UNA1	ARHGAP26	Rho GTPase-activating protein 26	0.037274919	2.418246261	16.29182101	18.71006727	20.21052421	17.45286987	18.68975671	19.87949108	17.43994702	0.583118109	18.48258986	18.15285361	17.76440442	18.47144042	18.21726329	17.75417749	17.87717168	19.01713327	18.50851571	18.78413728	0.58432468	17.6759031	17.73641473	19.33555528	17.57482193	18.82704347	17.06067367	18.06124493	20.28640886	20.0999627	20.96622581	18.92581084	0.576977067	17.55987301	17.47318674	0.576136347	17.02413613	17.7244361	18.21117239	17.47915807	20.62329791	17.32340529	20.43201934	18.6933587	17.78066551	16.99785456	18.42541493	17.45490281	18.55062421	18.69835431	18.09669698	18.39700293	18.80371354	20.218916	18.92684992	19.29169767	17.87773824	18.7682538	20.06057555	18.61972195	19.84319075	18.01101563	18.0958036	19.04131658	22.44271891	17.70207469
33430.79	Q9UNP9	PPIE	Peptidyl-prolyl cis-trans isomerase E	0.046849382	-1.343008329	20.44946891	19.10646058	19.60548788	19.55395781	22.18177025	19.68498719	20.17287718	24.60088719	21.04395528	20.47389299	20.52676463	20.6663858	20.49786633	20.20003785	20.51726353	19.25680875	20.43443862	20.01562365	20.97286895	20.36133529	19.97457809	20.73220521	18.93861315	20.58635546	19.69791185	20.09798532	21.15049075	21.44806638	20.1179509	20.82108173	21.57834712	19.95561045	20.20376096	19.81807287	18.94423449	19.34110506	19.73902613	20.19142193	18.12031826	20.26896911	20.57565211	20.72827014	19.85063105	19.91388007	19.5963604	19.61986644	19.21722231	18.40341114	20.75978215	20.01080193	19.58123645	21.23650666	19.57513769	20.07787692	18.92151846	19.20708226	20.83107341	18.90920898	20.05293216	18.32658899	20.30362163	20.54034494	0.59233683	19.59517312
72314.18	Q9UNQ0	ABCG2	ATP-binding cassette sub-family G member 2	0.004092532	5.670747976	7.05471525	12.72546323	0.580795051	14.60987422	0.588567798	0.590957164	16.4726513	0.579693144	0.592188384	15.06828315	0.580262058	0.590354945	0.587159971	19.3018972	17.31086805	16.50283411	19.87744722	17.24993184	0.58416603	14.76571566	14.12620961	16.48951652	0.581410412	0.577644673	14.70503328	14.36341253	0.576153042	0.581708475	0.592173179	0.579432963	0.59298255	0.590649704	0.576932403	0.575501624	10.863195	14.82071236	17.00643155	14.80110699	0.592872818	16.41923795	0.58356524	19.27627651	16.54753931	17.59914091	17.4081417	14.88441482	14.97982045	15.30915852	17.69254686	0.582296796	16.31695267	16.65966312	15.9885975	16.87642851	0.580525807	18.11513083	0.581647007	18.90885958	15.11703126	0.586105946	15.16002635	17.69912115	0.591007413	17.35407366
138658.37	Q9UNS1	TIMELESS	Protein timeless homolog	0.016436382	3.706624855	1.670315376	5.376940231	0.582194413	0.586993065	0.578525285	0.591349336	17.18615521	0.57649993	0.582463319	0.589310134	0.587457364	0.594032396	0.58361608	0.590546819	0.588065144	0.580111444	0.579131865	0.575501106	0.592495856	0.580541539	0.587891027	0.594077015	0.576801978	0.591013648	0.594448011	0.584873308	0.586495589	0.576974811	0.588623794	19.79683961	0.577711857	0.584868986	0.585236245	0.580036054	0.589525181	0.577892602	0.586968037	16.93477905	0.585849207	0.576318229	0.581309311	16.47807884	13.6755379	0.583291885	16.62051328	1	0.586788234	14.21154049	0.578340199	0.585927525	0.584902642	0.584407334	0.585863078	0.579926435	16.02105638	18.17543579	0.594538833	0.591679838	0.592429216	15.75547533	15.95458088	0.589969722	0.581960867	0.575905577
94470.08	Q9UPQ3	AGAP1	"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1"	0.013082327	3.062526468	17.01029786	20.07282433	0.59000861	19.05955852	18.32074602	20.98014725	16.45317315	0.583448007	19.23715262	20.68996109	17.74351949	18.33090826	19.32349669	20.98351128	20.66314947	18.30865025	16.56140146	20.6385486	0.578901307	20.09044198	19.27188173	21.22175172	20.01398249	15.97061508	20.60863147	19.05344088	17.94971363	19.20316247	18.7842702	18.37848908	0.581180558	20.09455744	20.35053202	20.3087212	20.41217532	19.08459415	21.24961637	21.05547508	22.7531239	22.28379969	21.1823842	21.74571679	20.44577783	18.61614463	19.79012315	19.38170664	20.28390493	20.44046761	20.7421401	20.1316036	21.2527506	18.61458753	20.96173944	20.40634399	19.34913434	18.36786649	19.58455393	19.04716752	18.60778215	19.73528827	18.89517475	17.85085277	19.08862376	21.16346127
113927.64	Q9UPR3	SMG5	Protein SMG5	0.019019895	2.28732492	14.2193721	16.50669702	18.0868813	15.68008551	17.29515823	16.29513356	16.71327994	16.49793648	15.41084932	15.39750021	8.921635128	1.894324126	15.4311285	16.30825514	15.17630937	16.59812476	16.18283305	15.88039291	17.4776465	16.2058095	15.87866651	16.87301354	15.06422996	14.39121002	18.02817317	15.26742166	16.50447145	18.3137595	15.21460223	15.90745771	3.502699867	15.17991926	16.48954972	0.579225829	0.591595372	16.15463349	16.03751311	15.84835206	17.5094225	16.53824424	16.87002431	17.18839386	15.79553357	15.84237998	15.74489983	16.52598706	16.20799079	16.15691431	19.53083303	14.35045662	16.49236421	17.42920252	17.03031689	15.6405457	15.15054172	16.58013341	16.41578522	16.26431116	17.18203466	16.97944735	15.92592418	16.85507339	19.07430057	15.37265387
