	Description	Arthrobacter agilis	Micrococcus luteus	Olsenella sp. oral taxon 807	Bacteroides ovatus	Bacteroides salyersiae	Bacteroides uniformis	Alistipes communis	Alistipes dispar	Alistipes shahii	Flagellimonas sp. HMM57	Flavobacterium sp. F-70	Nonlabens dokdonensis	Polaribacter sp. ALD11	Tenacibaculum mesophilum	Zhouia spongiae	Anoxybacillus flavithermus	Bacillus smithii	Lentibacillus sp. CBA3610	Listeria monocytogenes	Planococcus donghaensis	Mammaliicoccus vitulinus	Staphylococcus capitis	Staphylococcus epidermidis	Staphylococcus sp. MI 10-1553	Vagococcus hydrophili	Lacticaseibacillus rhamnosus	Ligilactobacillus murinus	Clostridium sp. 'deep sea'	Clostridium sp. BJN0001	Hungatella hathewayi	Desulfitobacterium hafniense	Eubacterium limosum	Eubacterium sp. NSJ-61	Aminipila butyrica	Coprococcus catus	Coprococcus eutactus	Enterocloster clostridioformis	[Clostridium] scindens	Lacrimispora saccharolytica	Novisyntrophococcus fermenticellae	Pseudobutyrivibrio xylanivorans	Roseburia hominis	Acutalibacter muris	Dysosmobacter welbionis	Monoglobus pectinilyticus	Oscillibacter sp. NSJ-62	Ruthenibacterium lactatiformans	Clostridioides difficile	Romboutsia ilealis	Vallitalea guaymasensis	Flintibacter sp. KGMB00164	Intestinimonas butyriciproducens	Sporomusa termitida	Bradyrhizobium canariense	Brucella intermedia	Methylobacterium brachiatum	Methylorubrum populi	Paracoccus sp. MC1862	Diaphorobacter nitroreducens	Massilia putida	Neisseria gonorrhoeae	Desulfovibrio desulfuricans	Desulfovibrio vulgaris	Campylobacter coli	Cardiobacterium hominis	Teredinibacter haidensis	Thioalkalivibrio versutus	Yokenella regensburgei	Erwinia amylovora	Yersinia canariae	Allofrancisella guangzhouensis	Paraphotobacterium marinum	Sphaerochaeta associata	Akkermansia muciniphila	Aspergillus puulaauensis	Candida dubliniensis	Naumovozyma castellii	Saccharomyces cerevisiae	Fusarium venenatum
D21114	"Transcriptional regulator, effector binding domain protein"	0.484978541	0	0.496791823	-0.35541271	0.048277977	-0.15430995	-0.155465112	0.02589639	0.056098328	0.483261803	0.439914163	0.121922341	0.381384658	0.02832618	0.020991204	0.040787786	0.288043872	0.235005857	0.465665236	0.299655524	0.118925786	0.233690987	0.042797441	0.221244635	0.109561551	0.320159619	0.031933475	0.324471266	0.380588448	0.261260006	0.54443663	0.267893688	-0.067428533	0.402928716	-0.176245725	0.010447924	0.323451837	-0.175393396	0.301178828	-0.063559682	0.206189323	-0.113008226	0.250893186	-0.055189343	0.125353769	-0.04308841	-0.093589151	0.042074662	0.575160198	0.253601047	-0.121939442	0.0027158	0.233690987	0.160038239	-0.15585956	0.151513324	-0.017118976	-0.106820844	0.02832618	0.235005857	0.455793991	0.080799442	0.020991204	0.225509591	0.422377819	0.281330472	0.235005857	0.040787786	0.233690987	0.020991204	0.247854077	0.221244635	0.222961373	0.011005147	0.506846916	-0.032179497	0.222961373	-0.100784396	0.109561551
D5595	COG2243 Precorrin-2 methylase	0.764592275	0	0.506690114	-0.208798266	0.169377484	-0.123769439	-0.047224617	0.02589639	0.184046732	0.469098712	0.733690987	0.121922341	0.381384658	0.02832618	0.241996154	0.249163882	0.558295698	0.235005857	0.465665236	0.299655524	0.361459476	0.233690987	0.225509591	0.499141631	0.352095241	0.307338989	0.031933475	0.324471266	0.380588448	0.320464457	0.530577562	0.322365405	0.142318419	0.615400657	0.0289719	0.215366544	0.392161589	0.078161529	0.431847533	0.176309032	0.318426077	0.101141014	0.354436406	0.003787504	0.371234383	-0.005763418	-0.146991606	0.210643018	0.475858517	0.339272464	-0.081202434	0.078215054	0.233690987	0.160038239	-0.15585956	0.140650812	0.177773984	-0.106820844	0.02832618	0.235005857	0.455793991	0.072719498	0.020991204	0.214974837	0.205098504	0.266309013	0.235005857	0.249163882	0.233690987	0.216738445	0.247854077	0.221244635	0.222961373	0.19753542	0.27975524	-0.032179497	0.516738197	-0.100784396	0.109561551
D4611	COG COG2755 Lysophospholipase L1 and related esterases	0.721244635	-0.011943152	0.472216755	-0.086306857	0.127033113	-0.050097154	-0.200321533	-0.155973659	0.004974236	0.44248927	0.499141631	0.11031069	0.160436344	0.015879828	0.221516931	0.2293673	0.353593518	0.214289087	0.25944206	0.097949899	0.608487998	0.221244635	0.206415349	0.47167382	0.328122799	0.285259015	0.023373987	0.310302215	0.195867695	0.238447282	0.349098685	0.179786431	0.234894478	0.432282269	-0.029240158	0.084279922	0.22486828	0.046735759	0.230829472	0.03260888	0.178622402	-0.030072595	0.193005699	0.041121471	0.246465696	-0.103878747	-0.233972878	0.186638884	0.285909887	0.316745319	-0.183995483	-0.065858162	0.221244635	0.148891297	-0.15585956	0.119674925	0.159338164	-0.106820844	0.015879828	0.214289087	0.209656652	0.057802678	0.012458194	0.196539016	0.013826865	0.251287554	0.214289087	0.075943786	0.221244635	0.197624504	0.234549356	0.208798283	0.209656652	0.039980723	0.148734674	0.061141045	0.487553648	-0.100784396	0.368950864
D7488	Domain of unknown function (DUF4374)	0.720386266	0	0.675131724	-0.262673043	0.002966803	-0.012055465	-0.195585141	-0.149425146	0.012711936	0.440772532	0.511587983	0.121922341	0.171583286	0.02832618	0.23004994	0.237900309	0.363706892	0.235005857	0.272746781	0.108063273	0.348349547	0.233690987	0.215633259	0.484120172	0.338985311	0.281697729	0.031933475	0.324471266	0.207810847	0.306613874	0.34610213	0.299743271	0.009395779	0.43296491	-0.130105292	0.083165476	0.292491712	-0.037066292	0.348821362	0.032056188	0.281576416	0.019958493	0.301242499	0.0067634	0.245295532	-0.031561574	-0.04719914	0.224398195	0.503796604	0.508396716	-0.099126718	0.005160021	0.233690987	0.160038239	-0.15585956	0.118925786	0.16723923	-0.106820844	0.02832618	0.235005857	0.222961373	0.05655961	0.020991204	0.193905327	0.23110618	0.236266094	0.235005857	0.084476796	0.233690987	0.206157513	0.247854077	0.221244635	0.222961373	0.044995727	0.377741388	-0.154607858	0.500858369	-0.100784396	0.109561551
D9038	Glucosamine-6-phosphate isomerase	0.209656652	0.171981391	0.460270541	-0.360237317	-0.123796601	-0.1714555	-0.057254625	0.106562156	0.011330204	0.208798283	0.221244635	0.28954215	0.357498354	0.015879828	0.198307145	0.195576581	0.30190294	0.214289087	0.507296137	0.28954215	0.288043872	0.440772532	0.163947119	0.44248927	0.098699038	0.238250039	0.153741575	0.55967751	0.41920464	0.149912187	0.336737895	0.193181115	0.011330204	0.268277824	-0.182952183	0.059204904	0.160503808	-0.134298159	0.220381547	-0.022384062	0.191843272	-0.037219893	0.212206709	0.005681256	0.025158516	0.090567996	0.067427342	0.107883748	0.343304437	0.463342425	-0.066537112	0.024170624	0.440772532	0.359090774	0.07792978	-0.059556535	0.137939443	0.235005857	0.235407725	0.577479957	0.443347639	0.284351883	0.175779999	0.324602127	0.211353515	0.500858369	0.577479957	0.030889495	0.440772532	0.175779999	0.439914163	0.208798283	0.443347639	-0.011005147	0.400083507	-0.069039649	0.443347639	0.073718622	0.290291289
D6713	Diaminopropionate ammonia-lyase	0.370823711	0.093115231	0.341228694	-0.35556683	0.017418709	-0.327565236	-0.000121579	0.244714158	0.246727602	0.368576294	0.332992201	0.197450147	0.422145544	-0.015357346	0.095323599	0.096515144	0.339163125	0.203970559	0.550055171	0.338509317	0.382314482	0.344603853	0.068381658	0.343854714	0.047891468	0.490458294	0.208592788	0.459602725	0.643120495	0.219718091	0.552795031	0.315374722	0.093336835	0.401252773	0.009598985	0.291302213	0.206207917	-0.105253033	0.346255719	0.130960985	0.353764624	0.094625962	0.18085814	-0.039666379	0.18420912	0.146588689	-0.081679624	0.087564323	0.402980004	0.308759093	-0.105474165	0.0955193	0.344603853	0.261973449	-0.011129393	0.055410265	0.036489372	0.131648588	0.153011602	0.48252315	0.523086174	0.284782	0.239649485	0.370065442	0.178137092	0.606989721	0.48252315	0.061364567	0.574027613	0.078046196	0.347600408	0.164623253	0.34610213	0.099451257	0.430231738	0.021957012	0.34610213	0.007770252	0.194834913
D17101	Protoporphyrinogen oxidase	0.222961373	0.172777601	0.24711596	-0.270446021	-0.10707462	-0.273793002	0.037333916	0.247950492	0.230472935	0.221244635	0.233690987	0.290291289	0.356702144	0.02832618	0.195576581	0.1942113	0.299655524	0.235005857	0.505579399	0.288043872	0.515969355	0.439914163	0.165263963	0.440772532	0.109561551	0.435189159	0.337112148	0.558732907	0.653290421	0.1102615	0.334490479	0.276525818	0.104735303	0.266229901	0.026289317	0.305079386	0.065722372	-0.096426078	0.24852129	0.134028026	0.334178603	0.102219851	0.097711802	-0.024077704	0.12564631	0.161375701	-0.006203315	0.130269625	0.266474696	0.446617726	-0.063006571	0.05567391	0.439914163	0.357498354	0.063760729	-0.049443161	0.135964177	0.214289087	0.234549356	0.576185159	0.44248927	0.281244212	0.370161959	0.323285283	-0.008559488	0.487553648	0.576185159	0.030206854	0.717811159	0.174414717	0.440772532	0.221244635	0.44248927	0.079404224	0.3502925	0.056021579	0.44248927	0.073718622	0.28954215
D6892	DNA glycosylase	0.209656652	0.171981391	0.251894445	-0.274734561	-0.104377526	-0.274864599	0.041791697	0.24914113	0.218866384	0.208798283	0.221244635	0.28954215	0.357498354	0.015879828	0.198307145	0.195576581	0.30190294	0.214289087	0.507296137	0.28954215	0.504357704	0.440772532	0.163947119	0.44248927	0.098699038	0.425217558	0.326577394	0.55967751	0.642143479	0.108632019	0.336737895	0.269977306	0.11192031	0.268277824	0.024679767	0.302850496	0.069524492	-0.086219418	0.247406845	0.136238797	0.328552701	0.107614038	0.106530043	-0.015420552	0.12242836	0.170158053	-0.000809128	0.133506138	0.257060775	0.44149792	-0.05866129	0.063278151	0.440772532	0.359090774	0.07792978	-0.059556535	0.137939443	0.235005857	0.235407725	0.577479957	0.443347639	0.295539498	0.360946309	0.333161615	-0.007901066	0.516738197	0.577479957	0.030889495	0.703648069	0.175779999	0.439914163	0.208798283	0.443347639	0.077175333	0.342951518	0.048708057	0.443347639	0.083690223	0.290291289
D15802	Pirin	0.209656652	0.171981391	0.251894445	-0.274734561	-0.104377526	-0.274864599	0.041791697	0.24914113	0.218866384	0.208798283	0.221244635	0.28954215	0.357498354	0.015879828	0.198307145	0.195576581	0.30190294	0.214289087	0.507296137	0.28954215	0.504357704	0.440772532	0.163947119	0.44248927	0.098699038	0.425217558	0.326577394	0.55967751	0.642143479	0.108632019	0.336737895	0.269977306	0.11192031	0.268277824	0.024679767	0.302850496	0.069524492	-0.086219418	0.247406845	0.136238797	0.328552701	0.107614038	0.106530043	-0.015420552	0.12242836	0.170158053	-0.000809128	0.133506138	0.257060775	0.44149792	-0.05866129	0.063278151	0.440772532	0.359090774	0.07792978	-0.059556535	0.137939443	0.235005857	0.235407725	0.577479957	0.443347639	0.295539498	0.360946309	0.333161615	-0.007901066	0.516738197	0.577479957	0.030889495	0.703648069	0.175779999	0.439914163	0.208798283	0.443347639	0.077175333	0.342951518	0.048708057	0.443347639	0.083690223	0.290291289
D12088	mRNA binding	0.464806867	0.39332781	0.66250287	-0.249271358	0.105995782	-0.349340582	0.034687108	0.210147716	0.139278608	0.715236052	0.277896996	0.55717199	0.656873367	0.235407725	0.466072988	0.399856833	0.574027613	0.214289087	0.58583691	0.560917684	0.345352991	0.510729614	0.357852446	0.509871245	0.330744785	0.679493384	0.358510869	0.642802609	0.490067342	0.123025762	0.597250916	0.442917565	0.196758669	0.456516017	-0.000804775	0.288084096	0.329155018	0.145847801	0.331547461	0.218037345	0.333897308	0.155082887	0.351022893	0.15474659	0.387324132	0.197328451	0.013755178	0.296410597	0.516550949	0.346098872	0.100484618	0.073869773	0.510729614	0.419602745	0.092098831	0.097949899	0.334149249	0.255722627	0.248712446	0.599491525	0.507296137	0.373542036	0.222540892	0.384189333	0.295960763	0.737553648	0.599491525	0.040105145	0.510729614	0.222540892	0.756866953	0.262017167	0.507296137	0.101693129	0.501420973	-0.034227284	0.507296137	0.11253664	0.342356436
D18068	Ribosomal L27 protein	0.209656652	0.407659593	0.619496501	-0.279827201	-0.023464715	-0.16127533	0.031622384	0.201813245	0.056651021	0.486695279	0.221244635	0.53207584	0.622636331	0.262017167	0.444569803	0.366066115	0.54443663	0.214289087	0.507296137	0.53207584	0.288043872	0.440772532	0.32229765	0.44248927	0.313514592	0.462254933	0.324272916	0.55967751	0.41920464	0.116507841	0.336737895	0.428927561	0.096997602	0.268277824	-0.052846892	0.167027481	0.295750672	0.065537502	0.269695749	0.124632247	0.284389367	0.075788333	0.305793849	0.133644782	0.247050777	0.144085448	0.135124394	0.254875354	0.539326564	0.453444133	0.11270572	-0.014936903	0.440772532	0.359090774	0.07792978	-0.059556535	0.308470784	0.235005857	0.235407725	0.577479957	0.443347639	0.226549205	0.175779999	0.174811085	0.370033257	0.484978541	0.577479957	0.030889495	0.440772532	0.175779999	0.717811159	0.208798283	0.443347639	0.025214324	0.547062729	-0.069039649	0.443347639	0.096866981	0.290291289
D236	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal	0.529184549	0.161630659	0.66250287	-0.231849166	-0.012136922	0.012859163	-0.068399077	-0.022622134	0.06687584	0.234549356	0.541630901	0.28954215	0.357498354	0.02832618	0.414533609	0.403270037	0.568409072	0.235005857	0.506437768	0.287294734	0.530577562	0.440772532	0.351268225	0.717811159	0.362208615	0.238962296	0.157692108	0.560622114	0.41840843	0.265062127	0.332992201	0.357489244	0.143976498	0.489282774	-0.010462075	0.178171934	0.321007617	0.086488014	0.387269723	0.142042073	0.323208094	0.10680491	0.336231005	0.089547415	0.275427243	0.064495391	0.036141056	0.318257056	0.457941699	0.708922443	-0.008147401	0.069252912	0.440772532	0.356702144	0.049591678	-0.049443161	0.329540293	0.193572317	0.221244635	0.554173591	0.440772532	0.08421788	0.173732077	0.176127929	0.190284006	0.208798283	0.554173591	0.2293673	0.440772532	0.369479318	0.44248927	0.234549356	0.440772532	0.089294925	0.385720716	-0.066699322	0.734549356	-0.091525052	0.288043872
D5223	COG0657 Esterase lipase	0.534751619	0.18736147	0.321273423	-0.171428596	-0.052075564	-0.268328936	-0.041186302	0.104168387	0.144230783	0.533456821	0.554173591	0.411331209	0.474408851	0.21234689	0.288322303	0.321273423	0.390990655	0.466796875	0.617618699	0.390990655	0.409071148	0.554173591	0.342650618	0.533456821	0.392120686	0.37066701	0.325766385	0.679666497	0.533259569	0.056533377	0.428281671	0.189478704	0.025011119	0.404680946	-0.161051315	0.094140119	0.145839726	-0.123979381	0.180715408	-0.000833704	0.179061671	-0.122052104	0.193090442	-0.057948391	0.159743473	-0.056302504	-0.092759599	0.127747869	0.359131	0.387175664	-0.069642566	-0.054894728	0.554173591	0.45519229	-0.094041905	0.128823511	0.245317979	-0.064453125	0.21234689	0.466796875	0.534751619	0.199697485	0.288322303	0.324773194	0.038734418	0.193572317	0.466796875	0.065902241	0.554173591	0.288322303	0.576185159	0.533456821	0.534751619	0.113472465	0.299464038	0.115615442	0.534751619	0.081654182	0.392120686
